,season,id,name,position,team,conference,usage.overall,usage.pass,usage.rush,usage.firstDown,usage.secondDown,usage.thirdDown,usage.standardDowns,usage.passingDowns
226,2024,4429227,Jaylon Armstead,RB,San Diego State,MWC,0.074,0.011,0.14,0.064,0.088,0.095,0.043,0.125
227,2024,4429247,Jaylon Barden,WR,Samford,,0.038,0.065,0.0,0.032,0.036,0.06,0.043,0.027
228,2024,4429253,Mitch Bartol,TE,Illinois State,,0.023,0.046,0.002,0.016,0.032,0.027,0.017,0.039
229,2024,4429255,Marquez Bell,WR,Florida A&M,,0.027,0.048,0.004,0.029,0.038,0.009,0.023,0.035
230,2024,4429259,CJ Beasley,RB,Georgia State,SBC,0.048,0.016,0.091,0.074,0.036,0.016,0.056,0.029
231,2024,4429283,Austin Bolt,WR,Boise State,MWC,0.025,0.054,0.0,0.014,0.023,0.048,0.022,0.031
232,2024,4429284,DeMeer Blankumsee,WR,Memphis,AAC,0.055,0.099,0.005,0.058,0.05,0.062,0.054,0.058
233,2024,4429287,Peny Boone,RB,UCF,B12,0.089,0.008,0.136,0.105,0.094,0.043,0.113,0.012
234,2024,4429299,Tahj Brooks,RB,Texas Tech,B12,0.375,0.07,0.73,0.443,0.36,0.246,0.458,0.205
235,2024,4429311,Montavious Brini,TE,West Virginia Wesleyan,,0.085,0.125,0.0,0.0,0.158,0.125,0.032,0.143
236,2024,4429313,Tyrone Broden Jr.,WR,Arkansas,SEC,0.039,0.075,0.0,0.033,0.06,0.023,0.033,0.054
237,2024,4429316,DeCarlos Brooks,RB,Arizona State,B12,0.064,0.005,0.098,0.083,0.068,0.026,0.075,0.036
238,2024,4429380,Coby Cavil,WR,Prairie View A&M,,0.016,0.032,0.0,0.019,0.012,0.018,0.019,0.01
239,2024,4429410,Sevaughn Clark,RB,Toledo,MAC,0.092,0.022,0.177,0.114,0.105,0.038,0.106,0.063
240,2024,4429422,Trey Cleveland,WR,Abilene Christian,,0.052,0.091,0.0,0.047,0.052,0.07,0.043,0.074
241,2024,4429435,Brady Cook,QB,Missouri,SEC,0.475,0.856,0.145,0.436,0.407,0.653,0.389,0.692
242,2024,4429439,Quinton Cooley,RB,Liberty,CUSA,0.265,0.004,0.416,0.295,0.288,0.17,0.311,0.124
243,2024,4429445,Logan Compton,TE,Incarnate Word,,0.025,0.042,0.003,0.017,0.024,0.043,0.019,0.038
244,2024,4429455,Jamal Cooney,WR,UAlbany,,0.023,0.037,0.006,0.03,0.008,0.025,0.027,0.016
245,2024,4429461,Josh Crabtree,WR,Murray State,,0.026,0.067,0.0,0.032,0.02,0.026,0.029,0.02
246,2024,4429463,Jacolby Criswell,QB,North Carolina,ACC,0.473,0.855,0.124,0.346,0.509,0.679,0.375,0.678
247,2024,4429466,Drake Dabney,TE,TCU,B12,0.04,0.073,0.0,0.043,0.034,0.046,0.039,0.042
248,2024,4429470,Nicky Dalmolin,TE,Duke,ACC,0.033,0.064,0.0,0.027,0.036,0.044,0.03,0.04
249,2024,4429552,Eamonn Dennis,WR,Ohio,MAC,0.025,0.026,0.025,0.021,0.029,0.032,0.026,0.023
250,2024,4429582,Joe Fagnano,QB,UConn,Ind,0.332,0.659,0.065,0.321,0.314,0.387,0.307,0.396
251,2024,4429595,Chandler Fields,QB,Louisiana,SBC,0.257,0.426,0.099,0.21,0.294,0.35,0.212,0.372
252,2024,4429608,Corey Dyches,TE,California,ACC,0.04,0.069,0.0,0.025,0.059,0.045,0.027,0.06
253,2024,4429618,Justice Ellison,RB,Indiana,B1G,0.203,0.037,0.338,0.23,0.175,0.193,0.23,0.132
254,2024,4429620,Justin Fomby,QB,North Carolina A&T,,0.374,0.667,0.064,0.336,0.313,0.521,0.339,0.433
255,2024,4429632,Konner Fox,TE,Texas State,SBC,0.051,0.094,0.0,0.058,0.045,0.059,0.056,0.038
256,2024,4429652,Pat Garwo III,RB,Nevada,MWC,0.112,0.039,0.169,0.108,0.095,0.138,0.129,0.074
257,2024,4429660,Joe Gillette,WR,Maine,,0.049,0.086,0.01,0.058,0.028,0.069,0.051,0.047
258,2024,4429665,Terrance Gipson,QB,Eastern Illinois,,0.104,0.17,0.0,0.115,0.114,0.082,0.104,0.103
259,2024,4429691,Malik Grant,RB,Rhode Island,,0.302,0.034,0.543,0.354,0.28,0.204,0.366,0.154
260,2024,4429709,Jamious Griffin,RB,Oregon State,PAC,0.214,0.039,0.311,0.25,0.226,0.164,0.229,0.165
261,2024,4429751,DeMarcus Harris,WR,Marshall,SBC,0.016,0.031,0.0,0.0,0.05,0.0,0.0,0.036
262,2024,4429757,Javon Harvey,WR,Duke,ACC,0.022,0.038,0.0,0.026,0.016,0.025,0.024,0.017
263,2024,4429773,Loic Fouonji,WR,Vanderbilt,SEC,0.028,0.066,0.0,0.02,0.039,0.032,0.02,0.045
264,2024,4429781,Michael Frogge,TE,Wake Forest,ACC,0.015,0.029,0.0,0.017,0.021,0.0,0.022,0.0
265,2024,4429800,Ger-Cari Caldwell,WR,North Carolina A&T,,0.058,0.11,0.003,0.05,0.064,0.074,0.056,0.061
266,2024,4429801,Tucker Gleason,QB,Toledo,MAC,0.559,0.866,0.211,0.444,0.618,0.707,0.485,0.723
267,2024,4429811,Patrick Herbert,TE,Oregon,B1G,0.024,0.046,0.006,0.019,0.018,0.034,0.024,0.026
268,2024,4429847,Garrett Greene,QB,West Virginia,B12,0.561,0.932,0.26,0.517,0.541,0.68,0.49,0.699
269,2024,4429870,Keenan Hambrick,WR,Alabama A&M,,0.07,0.144,0.002,0.073,0.06,0.075,0.068,0.075
270,2024,4429885,Kobie Campbell,WR,Rice,AAC,0.057,0.089,0.004,0.04,0.06,0.08,0.046,0.075
271,2024,4429911,JoVoni Johnson,WR,Rice,AAC,0.016,0.031,0.0,0.032,0.0,0.0,0.022,0.0
272,2024,4429914,Karter Johnson,TE,Florida A&M,,0.045,0.071,0.019,0.051,0.038,0.045,0.052,0.033
273,2024,4429915,Jaden Johnson,QB,Prairie View A&M,,0.49,0.781,0.191,0.392,0.503,0.685,0.389,0.667
274,2024,4429925,Dayron Johnson,WR,Tennessee State,,0.017,0.031,0.0,0.019,0.026,0.0,0.025,0.0
275,2024,4429949,Maliq Carr,TE,Houston,B12,0.029,0.066,0.0,0.018,0.019,0.068,0.025,0.035
276,2024,4429955,Will Howard,QB,Ohio State,B1G,0.525,0.908,0.176,0.46,0.495,0.713,0.48,0.641
277,2024,4429963,Jeremiah Hunter,WR,Washington,B1G,0.051,0.092,0.003,0.049,0.061,0.042,0.04,0.082
278,2024,4429967,Kris Hutson,WR,Washington State,PAC,0.082,0.158,0.012,0.081,0.087,0.081,0.075,0.1
279,2024,4429971,Ryan Ingram,RB,Wofford,,0.21,0.003,0.439,0.293,0.211,0.071,0.272,0.11
280,2024,4429976,Micah Kelly,RB,Samford,,0.111,0.032,0.207,0.146,0.101,0.068,0.134,0.064
281,2024,4429989,Stanley King,WR,Kent State,MAC,0.016,0.036,0.0,0.0,0.053,0.0,0.0,0.038
282,2024,4429994,Bryce Kirtz,WR,Northwestern,B1G,0.07,0.128,0.0,0.082,0.054,0.072,0.069,0.072
283,2024,4430022,Anthony Landphere,TE,Memphis,AAC,0.047,0.084,0.0,0.034,0.06,0.051,0.039,0.068
284,2024,4430033,Cooper Legas,QB,Tulsa,AAC,0.315,0.437,0.192,0.263,0.328,0.386,0.28,0.381
285,2024,4430041,Michael Lindauer,QB,Southern Illinois,,0.325,0.546,0.074,0.333,0.294,0.409,0.366,0.25
286,2024,4430055,VJ Johnson,WR,VMI,,0.048,0.083,0.0,0.037,0.1,0.0,0.025,0.087
287,2024,4430063,Dominique Johnson,RB,TCU,B12,0.039,0.004,0.085,0.044,0.031,0.045,0.045,0.026
288,2024,4430067,Jaren Mangham,RB,Minnesota,B1G,0.061,0.006,0.125,0.074,0.064,0.033,0.074,0.031
289,2024,4430077,Jaharie Martin,FB,Maine,,0.163,0.026,0.313,0.208,0.168,0.068,0.212,0.065
290,2024,4430089,Michael Mathison,WR,Western Kentucky,CUSA,0.039,0.049,0.027,0.04,0.044,0.027,0.038,0.041
291,2024,4430103,Munir McClain,WR,Utah,B12,0.03,0.05,0.0,0.0,0.022,0.091,0.013,0.053
292,2024,4430105,Fabian Mccray,WR,Jackson State,,0.042,0.092,0.0,0.053,0.018,0.056,0.05,0.021
293,2024,4430138,Tysen Kershaw,WR,Northern Iowa,,0.037,0.081,0.0,0.022,0.045,0.051,0.029,0.054
294,2024,4430166,Josiah Miamen,TE,Florida International,CUSA,0.035,0.061,0.009,0.037,0.014,0.079,0.027,0.05
295,2024,4430183,Logan Kyle,TE,James Madison,SBC,0.017,0.034,0.003,0.016,0.009,0.029,0.017,0.018
296,2024,4430185,Caullin Lacy,WR,Louisville,ACC,0.07,0.095,0.036,0.079,0.082,0.031,0.065,0.078
297,2024,4430235,Chris Long,WR,Rutgers,B1G,0.038,0.081,0.0,0.024,0.046,0.043,0.033,0.052
298,2024,4430254,Jerjuan Newton,WR,Toledo,MAC,0.093,0.173,0.002,0.091,0.076,0.122,0.096,0.085
299,2024,4430270,Jay Maclin,WR,Kentucky,SEC,0.036,0.077,0.004,0.026,0.043,0.043,0.024,0.061
300,2024,4430288,Eli Pancol,WR,Duke,ACC,0.081,0.143,0.003,0.087,0.083,0.067,0.076,0.09
301,2024,4430323,Ja'Shaun Poke,WR,San Diego State,MWC,0.076,0.138,0.01,0.076,0.071,0.086,0.073,0.08
302,2024,4430338,Jeremiah Pruitte,TE,Florida A&M,,0.024,0.042,0.0,0.052,0.0,0.0,0.039,0.0
303,2024,4430358,Cal Redman,TE,Stony Brook,,0.047,0.1,0.003,0.028,0.071,0.045,0.044,0.056
304,2024,4430431,Kurtis Rourke,QB,Indiana,B1G,0.469,0.936,0.065,0.406,0.468,0.654,0.416,0.605
305,2024,4430452,Nik Scalzo,QB,Samford,,0.03,0.031,0.029,0.036,0.0,0.067,0.026,0.037
306,2024,4430468,Marquez Cooper,RB,San Diego State,MWC,0.385,0.044,0.746,0.42,0.437,0.274,0.446,0.28
307,2024,4430470,TJ Sheffield,WR,UConn,Ind,0.067,0.142,0.002,0.079,0.054,0.069,0.071,0.058
308,2024,4430482,Joshua Simon,TE,South Carolina,SEC,0.065,0.147,0.009,0.076,0.071,0.019,0.064,0.067
309,2024,4430512,Noah Smith,WR,Sam Houston,CUSA,0.075,0.135,0.031,0.082,0.065,0.081,0.069,0.086
310,2024,4430520,Elias Spence,TE,Portland State,,0.015,0.019,0.012,0.011,0.014,0.025,0.018,0.008
311,2024,4430565,Will Nixon,RB,Syracuse,ACC,0.095,0.028,0.198,0.1,0.156,0.0,0.118,0.042
312,2024,4430577,Rashod Owens,WR,Oklahoma State,B12,0.05,0.086,0.0,0.043,0.062,0.045,0.047,0.056
313,2024,4430590,Payton Thorne,QB,Auburn,SEC,0.6,0.921,0.254,0.556,0.598,0.686,0.539,0.737
314,2024,4430596,Keshawn Toney,TE,South Carolina State,,0.049,0.1,0.0,0.043,0.056,0.044,0.046,0.057
315,2024,4430598,Christopher Toudle,TE,Western Michigan,MAC,0.024,0.065,0.0,0.024,0.035,0.0,0.016,0.043
316,2024,4430636,Kentron Poitier,WR,Florida State,ACC,0.027,0.048,0.0,0.026,0.026,0.024,0.032,0.02
317,2024,4430654,Rico Powers Jr.,WR,Jackson State,,0.049,0.077,0.021,0.043,0.065,0.045,0.027,0.103
318,2024,4430656,Myles Price,WR,Indiana,B1G,0.057,0.108,0.015,0.032,0.073,0.103,0.044,0.09
319,2024,4430666,Ikaika Ragsdale,RB,North Texas,AAC,0.157,0.022,0.344,0.181,0.173,0.077,0.181,0.104
320,2024,4430689,Dominic Richardson,RB,Baylor,B12,0.123,0.008,0.221,0.104,0.133,0.164,0.121,0.128
321,2024,4430699,Jack Salopek,QB,Elon,,0.279,0.451,0.104,0.256,0.277,0.337,0.233,0.36
322,2024,4430712,Jordan Simmons,RB,Akron,MAC,0.176,0.048,0.366,0.203,0.21,0.079,0.216,0.101
323,2024,4430724,Dariyan Wiley,WR,Vanderbilt,SEC,0.02,0.063,0.0,0.043,0.0,0.0,0.026,0.0
324,2024,4430747,Reese Smith,WR,Liberty,CUSA,0.049,0.131,0.0,0.039,0.019,0.104,0.033,0.091
325,2024,4430772,Mason Stahl,WR,Sacred Heart,INDAA,0.031,0.081,0.0,0.017,0.027,0.067,0.014,0.063
326,2024,4430775,Hayden Wolff,QB,Western Michigan,MAC,0.435,0.947,0.037,0.377,0.396,0.606,0.352,0.643
327,2024,4430798,Kyler Pearson,WR,Oklahoma State,B12,0.015,0.028,0.0,0.0,0.0,0.067,0.0,0.038
328,2024,4430800,Julian Fleming,WR,Penn State,B1G,0.023,0.054,0.0,0.025,0.01,0.019,0.018,0.042
329,2024,4430804,Chris Tyree,WR,Virginia,ACC,0.06,0.078,0.039,0.072,0.076,0.015,0.063,0.054
330,2024,4430810,Daniyel Ngata,RB,Washington,B1G,0.027,0.0,0.067,0.045,0.021,0.0,0.036,0.0
331,2024,4430817,Xzavier Henderson,WR,Cincinnati,B12,0.073,0.144,0.002,0.073,0.089,0.058,0.066,0.09
332,2024,4430825,E.J. Smith,RB,Texas A&M,SEC,0.078,0.029,0.115,0.07,0.09,0.079,0.073,0.091
333,2024,4430827,Troy Omeire,WR,Arizona State,B12,0.02,0.047,0.0,0.015,0.031,0.016,0.014,0.035
334,2024,4430828,Mookie Cooper,WR,Missouri,SEC,0.036,0.066,0.004,0.032,0.018,0.066,0.025,0.06
335,2024,4430833,Ja'Quavion Fraziars,WR,Florida,SEC,0.016,0.048,0.0,0.036,0.0,0.0,0.024,0.0
336,2024,4430836,Chubba Purdy,QB,Nevada,MWC,0.129,0.187,0.075,0.131,0.126,0.105,0.14,0.106
337,2024,4430841,Carson Beck,QB,Georgia,SEC,0.57,0.929,0.119,0.515,0.563,0.727,0.509,0.728
338,2024,4430843,Jalen Berger,RB,UCLA,B1G,0.123,0.038,0.232,0.137,0.131,0.092,0.141,0.09
339,2024,4430845,Darvon Hubbard,RB,Northern Arizona,,0.139,0.05,0.225,0.128,0.175,0.114,0.154,0.111
340,2024,4430847,Chris Street,RB,Utah Tech,,0.141,0.058,0.268,0.154,0.182,0.058,0.16,0.108
341,2024,4430854,Collin Sullivan,WR,Houston Christian,,0.03,0.067,0.0,0.027,0.011,0.065,0.018,0.051
342,2024,4430870,Keandre Lambert,WR,Auburn,SEC,0.07,0.138,0.0,0.076,0.049,0.089,0.067,0.078
343,2024,4430875,Daniel Jackson,WR,Minnesota,B1G,0.103,0.183,0.012,0.105,0.099,0.108,0.096,0.121
344,2024,4430885,Ja'Khi Douglas,WR,Florida State,ACC,0.065,0.107,0.015,0.06,0.051,0.076,0.059,0.074
345,2024,4430893,DeaMonte Trayanum,RB,Kentucky,SEC,0.091,0.0,0.169,0.091,0.091,0.056,0.135,0.0
346,2024,4430894,Caziah Holmes,RB,Florida State,ACC,0.048,0.005,0.107,0.051,0.056,0.029,0.069,0.015
347,2024,4430898,David Afari,RB,Northern Colorado,,0.128,0.032,0.206,0.134,0.124,0.13,0.128,0.129
348,2024,4430905,Jadon Thompson,WR,Louisville,ACC,0.034,0.067,0.0,0.011,0.086,0.0,0.015,0.087
349,2024,4430912,Malakai Anthony,QB,Merrimack,INDAA,0.204,0.345,0.128,0.163,0.2,0.288,0.163,0.309
350,2024,4430914,Lawrence Arnold,WR,Kansas,B12,0.042,0.096,0.005,0.039,0.057,0.031,0.043,0.041
351,2024,4430934,Zeriah Beason,WR,Troy,SBC,0.038,0.081,0.0,0.034,0.044,0.042,0.036,0.042
352,2024,4430934,Zeriah Beason,WR,Troy,,0.038,0.081,0.0,0.034,0.044,0.042,0.036,0.042
353,2024,4430950,Jefferson Boaz,QB,Western Carolina,,0.04,0.019,0.07,0.036,0.017,0.094,0.056,0.0
354,2024,4430992,Kentrel Bullock,RB,South Alabama,SBC,0.194,0.036,0.342,0.221,0.196,0.133,0.212,0.151
355,2024,4430993,LV Bunkley-Shelton,WR,Georgia Southern,SBC,0.036,0.069,0.0,0.029,0.045,0.041,0.027,0.056
356,2024,4430995,Kolbe Burrell,RB,Northwestern State,,0.083,0.011,0.145,0.073,0.132,0.039,0.083,0.082
357,2024,4431001,Elijah Canion,WR,Liberty,CUSA,0.045,0.114,0.0,0.042,0.035,0.077,0.038,0.065
358,2024,4431002,Latrell Caples,WR,Boise State,MWC,0.049,0.107,0.0,0.042,0.055,0.055,0.042,0.068
359,2024,4431009,Hunter Welcing,TE,Northwestern,B1G,0.015,0.03,0.0,0.0,0.043,0.0,0.0,0.053
360,2024,4431028,Kaedric Cobbs,RB,Bryant,,0.046,0.024,0.089,0.055,0.047,0.036,0.048,0.043
361,2024,4431035,Gavin Williams,RB,Northern Illinois,MAC,0.176,0.068,0.252,0.205,0.18,0.138,0.19,0.145
362,2024,4431045,John Copenhaver,TE,North Carolina,ACC,0.06,0.119,0.005,0.037,0.057,0.116,0.039,0.104
363,2024,4431051,Izayah Cummings,TE,Louisville,ACC,0.023,0.042,0.0,0.015,0.024,0.043,0.029,0.0
364,2024,4431053,Mac Dalena,WR,Fresno State,MWC,0.085,0.14,0.015,0.097,0.071,0.093,0.077,0.103
365,2024,4431066,Harlan Dixon,RB,SE Louisiana,,0.114,0.04,0.185,0.125,0.121,0.098,0.113,0.116
366,2024,4431068,Kelvontay Dixon,WR,SMU,ACC,0.037,0.073,0.003,0.035,0.031,0.055,0.031,0.048
367,2024,4431074,Jevyon Ducker,RB,Sam Houston,CUSA,0.186,0.047,0.289,0.205,0.212,0.097,0.217,0.116
368,2024,4431081,Sage Ennis,TE,Virginia,ACC,0.014,0.023,0.0,0.0,0.0,0.071,0.021,0.0
369,2024,4431083,Darryle Evans,RB,Houston Christian,,0.105,0.006,0.198,0.125,0.115,0.061,0.119,0.082
370,2024,4431091,Ben Finley,QB,Akron,MAC,0.549,0.824,0.179,0.519,0.528,0.659,0.477,0.685
371,2024,4431094,Christian Fitzpatrick,WR,Marshall,SBC,0.049,0.117,0.002,0.044,0.048,0.06,0.051,0.045
372,2024,4431114,Ben Gulbranson,QB,Oregon State,PAC,0.518,0.917,0.07,0.389,0.524,0.661,0.401,0.756
373,2024,4431134,Eli Wilson,TE,App State,SBC,0.056,0.112,0.0,0.039,0.055,0.1,0.041,0.086
374,2024,4431142,Jimmy Holiday,WR,Louisiana Tech,CUSA,0.103,0.097,0.11,0.089,0.115,0.112,0.106,0.098
375,2024,4431152,Jackson Acker,TE,Wisconsin,B1G,0.024,0.041,0.008,0.009,0.045,0.02,0.021,0.032
376,2024,4431174,Taji Johnson,WR,Buffalo,MAC,0.042,0.095,0.0,0.041,0.029,0.068,0.04,0.045
377,2024,4431196,Jake Briningstool,TE,Clemson,ACC,0.066,0.119,0.0,0.076,0.062,0.056,0.065,0.068
378,2024,4431197,Romello Brinson,WR,SMU,ACC,0.039,0.081,0.0,0.04,0.036,0.047,0.038,0.041
379,2024,4431209,Dacari Collins,WR,NC State,ACC,0.041,0.084,0.0,0.035,0.027,0.08,0.038,0.05
380,2024,4431210,Beaux Collins,WR,Notre Dame,Ind,0.05,0.107,0.002,0.059,0.048,0.044,0.049,0.054
381,2024,4431213,Deion Colzie,WR,Notre Dame,Ind,0.019,0.041,0.0,0.0,0.024,0.065,0.011,0.039
382,2024,4431219,Kyren Lacy,WR,LSU,SEC,0.101,0.166,0.0,0.105,0.059,0.162,0.089,0.124
383,2024,4431234,Logan Loya,WR,UCLA,B1G,0.049,0.086,0.0,0.037,0.033,0.09,0.039,0.069
384,2024,4431236,Qian Magwood,WR,Ball State,MAC,0.038,0.064,0.0,0.038,0.034,0.034,0.034,0.045
385,2024,4431237,Steven Mahar Jr.,TE,Duquesne,,0.022,0.044,0.0,0.037,0.02,0.0,0.023,0.019
386,2024,4431241,Duane Martin,TE,Louisville,ACC,0.018,0.014,0.023,0.0,0.022,0.0,0.021,0.013
387,2024,4431246,Baron May,QB,Bowling Green,MAC,0.014,0.02,0.0,0.0,0.0,0.0,0.0,0.037
388,2024,4431254,Charlie Dixon,RB,North Carolina A&T,,0.017,0.0,0.037,0.0,0.059,0.0,0.0,0.043
389,2024,4431268,Chimere Dike,WR,Florida,SEC,0.071,0.158,0.0,0.067,0.064,0.093,0.055,0.109
390,2024,4431271,Tamatoa Mokiao-Atimalala,WR,Hawai'i,MWC,0.029,0.047,0.0,0.011,0.028,0.06,0.024,0.041
391,2024,4431273,Jalil Farooq,WR,Oklahoma,SEC,0.024,0.051,0.0,0.02,0.047,0.0,0.023,0.025
392,2024,4431277,Koy Moore,WR,Western Kentucky,CUSA,0.032,0.051,0.0,0.032,0.053,0.0,0.043,0.0
393,2024,4431281,Christian Moore,TE,UNLV,MWC,0.014,0.025,0.007,0.022,0.014,0.0,0.019,0.0
394,2024,4431286,Armoni Goodwin,RB,UAB,AAC,0.055,0.007,0.106,0.082,0.056,0.0,0.069,0.024
395,2024,4431297,Blake Nowell,WR,TCU,B12,0.027,0.049,0.0,0.007,0.028,0.078,0.009,0.068
396,2024,4431302,Ricky Ortega,QB,Central Connecticut,,0.053,0.043,0.058,0.053,0.031,0.071,0.063,0.032
397,2024,4431303,Jake Overman,TE,Pittsburgh,ACC,0.028,0.047,0.0,0.024,0.038,0.015,0.029,0.025
398,2024,4431304,Kejon Owens,RB,Florida International,CUSA,0.15,0.029,0.257,0.151,0.159,0.138,0.162,0.124
399,2024,4431309,Money Parks,WR,Utah,B12,0.045,0.085,0.004,0.043,0.041,0.042,0.04,0.054
400,2024,4431310,Henry Parrish Jr.,RB,Ole Miss,SEC,0.229,0.05,0.402,0.246,0.227,0.191,0.262,0.143
401,2024,4431325,Taylen Green,QB,Arkansas,SEC,0.587,0.918,0.272,0.539,0.589,0.707,0.513,0.749
402,2024,4431327,Kamonte Grimes,WR,Northern Iowa,,0.016,0.029,0.0,0.0,0.047,0.0,0.012,0.022
403,2024,4431328,Rodney Hammond Jr.,RB,Pittsburgh,ACC,0.057,0.019,0.111,0.07,0.044,0.038,0.056,0.06
404,2024,4431334,Chris Hilton Jr.,WR,LSU,SEC,0.056,0.094,0.0,0.069,0.06,0.017,0.058,0.053
405,2024,4431338,Ahmari Huggins-Bruce,WR,Louisville,ACC,0.037,0.063,0.004,0.047,0.035,0.021,0.033,0.045
406,2024,4431339,Evan Prater,WR,Cincinnati,B12,0.013,0.029,0.0,0.0,0.04,0.0,0.019,0.0
407,2024,4431342,Brennan Presley,WR,Oklahoma State,B12,0.143,0.231,0.026,0.144,0.122,0.151,0.129,0.171
408,2024,4431346,Mark Redman,TE,Louisville,ACC,0.036,0.065,0.0,0.025,0.047,0.039,0.024,0.061
409,2024,4431353,Xavier Restrepo,WR,Miami,ACC,0.092,0.163,0.0,0.1,0.075,0.087,0.085,0.109
410,2024,4431368,Tyler Savage,TE,East Carolina,AAC,0.021,0.04,0.0,0.014,0.026,0.02,0.018,0.026
411,2024,4431375,Ken Seals,QB,TCU,B12,0.044,0.068,0.019,0.026,0.055,0.048,0.03,0.076
412,2024,4431387,Evan Simon,QB,Temple,AAC,0.628,0.951,0.236,0.543,0.604,0.786,0.546,0.758
413,2024,4431389,Ketron Jackson,WR,Baylor,B12,0.049,0.095,0.0,0.048,0.035,0.048,0.047,0.053
414,2024,4431397,Logan Smothers,QB,Jacksonville State,CUSA,0.084,0.136,0.062,0.062,0.093,0.123,0.065,0.142
415,2024,4431398,Dylan Downing,RB,Miami (OH),MAC,0.081,0.021,0.153,0.093,0.045,0.112,0.093,0.056
416,2024,4431416,Kiael Kelly,QB,Ball State,MAC,0.063,0.021,0.116,0.091,0.072,0.0,0.07,0.047
417,2024,4431431,Corey Kiner,RB,Cincinnati,B12,0.264,0.034,0.495,0.303,0.251,0.2,0.29,0.204
418,2024,4431445,Ky Thomas,RB,Kent State,MAC,0.231,0.04,0.421,0.267,0.25,0.157,0.273,0.17
419,2024,4431459,Tyler Warren,TE,Penn State,B1G,0.137,0.258,0.045,0.118,0.145,0.171,0.125,0.171
420,2024,4431461,Chamon Metayer,TE,Arizona State,B12,0.037,0.091,0.0,0.03,0.059,0.022,0.031,0.05
421,2024,4431465,Behren Morton,QB,Texas Tech,B12,0.545,0.92,0.084,0.486,0.555,0.67,0.466,0.706
422,2024,4431466,Jordan Watkins,WR,Ole Miss,SEC,0.081,0.161,0.007,0.082,0.094,0.066,0.068,0.113
423,2024,4431468,Jordan Mosley,WR,Mississippi State,SEC,0.048,0.093,0.0,0.04,0.068,0.045,0.041,0.066
424,2024,4431475,Latrell Neville,WR,New Mexico State,CUSA,0.025,0.055,0.0,0.0,0.053,0.033,0.0,0.064
425,2024,4431479,Ricky White,WR,UNLV,MWC,0.096,0.259,0.002,0.117,0.066,0.097,0.097,0.093
426,2024,4431483,Sy'veon Wilkerson,RB,Georgia State,SBC,0.089,0.006,0.209,0.076,0.143,0.036,0.101,0.066
427,2024,4431484,Jay Wilkerson,WR,Louisiana Tech,CUSA,0.029,0.057,0.004,0.035,0.006,0.053,0.022,0.042
428,2024,4431485,Leshon Williams,RB,Iowa,B1G,0.073,0.035,0.1,0.075,0.091,0.044,0.071,0.08
429,2024,4431487,Savion Williams,WR,TCU,B12,0.154,0.165,0.142,0.162,0.134,0.138,0.167,0.125
430,2024,4431497,Mavin Anderson,WR,California,ACC,0.03,0.057,0.0,0.026,0.033,0.037,0.022,0.045
431,2024,4431498,Jayden Ballard,WR,Ohio State,B1G,0.015,0.03,0.0,0.0,0.025,0.042,0.01,0.029
432,2024,4431499,Sieh Bangura,RB,Minnesota,B1G,0.021,0.0,0.042,0.0,0.047,0.029,0.014,0.042
433,2024,4431501,James BlackStrain,WR,Missouri State,,0.036,0.065,0.0,0.025,0.038,0.056,0.027,0.056
434,2024,4431505,Kobe Paysour,WR,North Carolina,ACC,0.039,0.08,0.0,0.028,0.056,0.034,0.032,0.053
435,2024,4431506,Ja'Corey Brooks,WR,Louisville,ACC,0.09,0.164,0.0,0.079,0.1,0.102,0.074,0.127
436,2024,4431509,Kaden Prather,WR,Maryland,B1G,0.071,0.117,0.003,0.064,0.07,0.102,0.064,0.087
437,2024,4431513,Tyler Buchner,WR,Notre Dame,Ind,0.016,0.019,0.013,0.0,0.0,0.0,0.01,0.036
438,2024,4431514,Daejon Reynolds,WR,Pittsburgh,ACC,0.027,0.04,0.005,0.028,0.017,0.046,0.019,0.043
439,2024,4431516,Brandon Buckhaulter,WR,UAB,AAC,0.012,0.0,0.019,0.0,0.037,0.0,0.0,0.056
440,2024,4431525,Dekel Crowdus,WR,Hawai'i,MWC,0.029,0.046,0.0,0.03,0.032,0.028,0.027,0.034
441,2024,4431527,Derrick Davis Jr.,RB,Pittsburgh,ACC,0.051,0.008,0.128,0.052,0.045,0.038,0.061,0.028
442,2024,4431535,Jake Rubley,QB,Illinois State,,0.096,0.171,0.028,0.072,0.096,0.145,0.077,0.139
443,2024,4431536,Donovan Edwards,RB,Michigan,B1G,0.204,0.069,0.303,0.244,0.251,0.081,0.24,0.126
444,2024,4431537,Trevonte Rucker,WR,UT Martin,,0.079,0.155,0.016,0.053,0.092,0.102,0.062,0.109
445,2024,4431560,Antwain Littleton II,RB,Temple,AAC,0.153,0.049,0.271,0.154,0.16,0.158,0.174,0.119
446,2024,4431562,Phil Mafah,RB,Clemson,ACC,0.25,0.049,0.501,0.267,0.267,0.172,0.287,0.164
447,2024,4431565,Walter Simmons III,QB,Bethune-Cookman,,0.017,0.0,0.023,0.04,0.0,0.0,0.023,0.0
448,2024,4431574,Eli Stowers,TE,Vanderbilt,SEC,0.075,0.162,0.013,0.059,0.079,0.107,0.064,0.097
449,2024,4431580,Miller Moss,QB,USC,B1G,0.611,0.966,0.057,0.541,0.635,0.743,0.561,0.736
