,Unnamed: 0,id,teamId,team,conference,homeAway,points,completionAttempts,defensiveTDs,firstDowns,fourthDownEff,fumblesLost,fumblesRecovered,interceptionTDs,interceptionYards,interceptions,kickReturnTDs,kickReturnYards,kickReturns,kickingPoints,netPassingYards,passesDeflected,passesIntercepted,passingTDs,possessionTime,puntReturnTDs,puntReturnYards,puntReturns,qbHurries,rushingAttempts,rushingTDs,rushingYards,sacks,tackles,tacklesForLoss,thirdDownEff,totalFumbles,totalPenaltiesYards,totalYards,turnovers,yardsPerPass,yardsPerRushAttempt,yardsToGoal_x,year,talent,completionAttempts_made,completionAttempts_attempts,completionAttempts_pct,fourthDownEff_made,fourthDownEff_attempts,fourthDownEff_pct,thirdDownEff_made,thirdDownEff_attempts,thirdDownEff_pct,totalPenaltiesYards_made,totalPenaltiesYards_attempts,totalPenaltiesYards_pct,win,possesionMinute,possessionSeconds,possessionMinutes,yardsToGoal_y,season_x,seasonType_x,week_x,startDate_x,homeTeam_x,homeConference_x,homeClassification_x,homeScore_x,awayTeam_x,awayConference_x,awayClassification_x,awayScore_x,provider_x,spread_x,formattedSpread_x,spreadOpen_x,overUnder_x,overUnderOpen_x,homeMoneyline_x,awayMoneyline_x,0_x,season_y,seasonType_y,week_y,startDate_y,homeTeam_y,homeConference_y,homeClassification_y,homeScore_y,awayTeam_y,awayConference_y,awayClassification_y,awayScore_y,provider_y,spread_y,formattedSpread_y,spreadOpen_y,overUnder_y,overUnderOpen_y,homeMoneyline_y,awayMoneyline_y,0_y
136,136,401757226,98,Western Kentucky,Conference USA,,55,30-39,0.0,26,1-2,0,1.0,,,0,,,,13.0,399,6.0,,6,30:11,0.0,10.0,1.0,3.0,32,1,165,2.0,42.0,7.0,5-12,0.0,12-130,564,0,10.2,5.2,49.375,2025.0,561.36,30.0,39.0,0.7692307692307693,1.0,2.0,0.5,5.0,12.0,0.4166666666666667,12.0,130.0,0.09230769230769231,1,30.0,11,30,49.375,2025.0,regular,1.0,2025-08-30T23:00:00.000Z,Western Kentucky,Conference USA,fbs,55.0,North Alabama,UAC,fcs,6.0,ESPN Bet,-27.5,Western Kentucky -27.5,-28.0,60.5,60.5,-4000.0,1300.0,,2025.0,regular,1.0,2025-08-30T23:00:00.000Z,Western Kentucky,Conference USA,fbs,55.0,North Alabama,UAC,fcs,6.0,ESPN Bet,-27.5,Western Kentucky -27.5,-28.0,60.5,60.5,-4000.0,1300.0,
137,137,401757226,2453,North Alabama,UAC,,6,16-35,0.0,17,0-3,1,0.0,,,0,0.0,27.0,2.0,6.0,105,2.0,,0,29:49,0.0,-6.0,2.0,1.0,37,0,153,0.0,40.0,2.0,5-17,2.0,7-80,258,1,3.0,4.1,58.1875,,,16.0,35.0,0.45714285714285713,0.0,3.0,0.0,5.0,17.0,0.29411764705882354,7.0,80.0,0.0875,0,29.0,49,29,58.1875,2025.0,regular,1.0,2025-08-30T23:00:00.000Z,Western Kentucky,Conference USA,fbs,55.0,North Alabama,UAC,fcs,6.0,ESPN Bet,-27.5,Western Kentucky -27.5,-28.0,60.5,60.5,-4000.0,1300.0,,2025.0,regular,1.0,2025-08-30T23:00:00.000Z,Western Kentucky,Conference USA,fbs,55.0,North Alabama,UAC,fcs,6.0,ESPN Bet,-27.5,Western Kentucky -27.5,-28.0,60.5,60.5,-4000.0,1300.0,
138,138,401760357,21,San Diego State,Mountain West,,42,16-29,0.0,24,3-4,0,,,,0,,,,10.0,236,3.0,,1,37:25,0.0,89.0,9.0,10.0,54,4,228,3.0,16.0,5.0,9-19,,7-65,453,0,8.1,4.2,39.642857142857146,2025.0,594.27,16.0,29.0,0.5517241379310345,3.0,4.0,0.75,9.0,19.0,0.47368421052631576,7.0,65.0,0.1076923076923077,1,37.0,25,37,39.642857142857146,2025.0,regular,1.0,2025-08-29T02:00:00.000Z,San Diego State,Mountain West,fbs,42.0,Stony Brook,CAA,fcs,0.0,ESPN Bet,,,-16.0,53.5,53.5,-1600.0,800.0,,2025.0,regular,1.0,2025-08-29T02:00:00.000Z,San Diego State,Mountain West,fbs,42.0,Stony Brook,CAA,fcs,0.0,ESPN Bet,,,-16.0,53.5,53.5,-1600.0,800.0,
139,139,401760357,2619,Stony Brook,CAA,,0,9-25,0.0,6,1-2,0,,,,0,0.0,35.0,2.0,,46,5.0,,0,22:35,,,,3.0,28,0,49,0.0,49.0,3.0,2-15,,4-28,95,0,1.8,1.8,69.29069767441861,,,9.0,25.0,0.36,1.0,2.0,0.5,2.0,15.0,0.13333333333333333,4.0,28.0,0.14285714285714285,0,22.0,35,22,69.29069767441861,2025.0,regular,1.0,2025-08-29T02:00:00.000Z,San Diego State,Mountain West,fbs,42.0,Stony Brook,CAA,fcs,0.0,ESPN Bet,,,-16.0,53.5,53.5,-1600.0,800.0,,2025.0,regular,1.0,2025-08-29T02:00:00.000Z,San Diego State,Mountain West,fbs,42.0,Stony Brook,CAA,fcs,0.0,ESPN Bet,,,-16.0,53.5,53.5,-1600.0,800.0,
140,140,401760358,23,San José State,Mountain West,,14,24-43,0.0,19,0-0,1,0.0,,,2,0.0,66.0,4.0,2.0,308,3.0,,2,26:15,,,,1.0,24,0,75,0.0,37.0,3.0,8-16,1.0,4-39,383,3,7.2,3.1,59.15625,2025.0,522.91,24.0,43.0,0.5581395348837209,0.0,0.0,0.0,8.0,16.0,0.5,4.0,39.0,0.10256410256410256,0,26.0,15,26,59.15625,2025.0,regular,1.0,2025-08-30T02:30:00.000Z,San José State,Mountain West,fbs,14.0,Central Michigan,Mid-American,fbs,16.0,ESPN Bet,-14.5,San José State -14.5,-11.5,51.5,50.5,-650.0,425.0,,2025.0,regular,1.0,2025-08-30T02:30:00.000Z,San José State,Mountain West,fbs,14.0,Central Michigan,Mid-American,fbs,16.0,ESPN Bet,-14.5,San José State -14.5,-11.5,51.5,50.5,-650.0,425.0,
141,141,401760358,2117,Central Michigan,Mid-American,,16,8-13,0.0,20,1-2,0,1.0,0.0,0.0,0,,,,10.0,115,5.0,2.0,0,33:45,,,,3.0,50,1,247,1.0,34.0,3.0,2-13,0.0,7-33,362,0,8.8,4.9,50.084210526315786,2025.0,481.16,8.0,13.0,0.6153846153846154,1.0,2.0,0.5,2.0,13.0,0.15384615384615385,7.0,33.0,0.21212121212121213,1,33.0,45,33,50.084210526315786,2025.0,regular,1.0,2025-08-30T02:30:00.000Z,San José State,Mountain West,fbs,14.0,Central Michigan,Mid-American,fbs,16.0,ESPN Bet,-14.5,San José State -14.5,-11.5,51.5,50.5,-650.0,425.0,,2025.0,regular,1.0,2025-08-30T02:30:00.000Z,San José State,Mountain West,fbs,14.0,Central Michigan,Mid-American,fbs,16.0,ESPN Bet,-14.5,San José State -14.5,-11.5,51.5,50.5,-650.0,425.0,
142,142,401760359,2005,Air Force,Mountain West,,49,6-9,1.0,23,1-1,0,1.0,0.0,3.0,0,,,,7.0,159,3.0,1.0,2,31:38,0.0,7.0,1.0,2.0,51,4,267,6.0,32.0,6.0,6-9,0.0,5-56,426,0,17.7,5.2,46.72289156626506,,,6.0,9.0,0.6666666666666666,1.0,1.0,1.0,6.0,9.0,0.6666666666666666,5.0,56.0,0.08928571428571429,1,31.0,38,31,46.72289156626506,2025.0,regular,1.0,2025-08-30T19:30:00.000Z,Air Force,Mountain West,fbs,49.0,Bucknell,Patriot,fcs,13.0,ESPN Bet,-30.5,Air Force -30.5,-31.0,53.5,56.5,-10000.0,2500.0,,2025.0,regular,1.0,2025-08-30T19:30:00.000Z,Air Force,Mountain West,fbs,49.0,Bucknell,Patriot,fcs,13.0,ESPN Bet,-30.5,Air Force -30.5,-31.0,53.5,56.5,-10000.0,2500.0,
143,143,401760359,2083,Bucknell,Patriot,,13,16-24,0.0,18,1-2,1,0.0,,,1,0.0,22.0,1.0,7.0,169,0.0,,1,28:22,,,,1.0,38,0,97,1.0,41.0,2.0,3-11,1.0,6-50,266,2,7.0,2.6,54.651162790697676,,,16.0,24.0,0.6666666666666666,1.0,2.0,0.5,3.0,11.0,0.2727272727272727,6.0,50.0,0.12,0,28.0,22,28,54.651162790697676,2025.0,regular,1.0,2025-08-30T19:30:00.000Z,Air Force,Mountain West,fbs,49.0,Bucknell,Patriot,fcs,13.0,ESPN Bet,-30.5,Air Force -30.5,-31.0,53.5,56.5,-10000.0,2500.0,,2025.0,regular,1.0,2025-08-30T19:30:00.000Z,Air Force,Mountain West,fbs,49.0,Bucknell,Patriot,fcs,13.0,ESPN Bet,-30.5,Air Force -30.5,-31.0,53.5,56.5,-10000.0,2500.0,
144,144,401760361,278,Fresno State,Mountain West,,42,20-27,0.0,29,1-1,1,0.0,0.0,0.0,2,0.0,17.0,1.0,10.0,176,6.0,1.0,0,38:01,0.0,55.0,3.0,0.0,44,5,351,0.0,19.0,2.0,6-10,1.0,2-25,527,3,6.5,8.0,51.57232704402516,2025.0,586.84,20.0,27.0,0.7407407407407407,1.0,1.0,1.0,6.0,10.0,0.6,2.0,25.0,0.08,1,38.0,1,38,51.57232704402516,2025.0,regular,1.0,2025-08-31T01:30:00.000Z,Fresno State,Mountain West,fbs,42.0,Georgia Southern,Sun Belt,fbs,14.0,ESPN Bet,1.5,Georgia Southern -1.5,-2.0,51.5,53.5,105.0,-125.0,,2025.0,regular,1.0,2025-08-31T01:30:00.000Z,Fresno State,Mountain West,fbs,42.0,Georgia Southern,Sun Belt,fbs,14.0,ESPN Bet,1.5,Georgia Southern -1.5,-2.0,51.5,53.5,105.0,-125.0,
145,145,401760361,290,Georgia Southern,Sun Belt,,14,17-28,0.0,13,0-0,0,1.0,0.0,0.0,1,0.0,64.0,4.0,2.0,158,1.0,2.0,2,21:59,,,,0.0,21,0,84,0.0,42.0,3.0,4-11,0.0,5-58,242,1,5.6,4.0,62.723076923076924,2025.0,574.48,17.0,28.0,0.6071428571428571,0.0,0.0,0.0,4.0,11.0,0.36363636363636365,5.0,58.0,0.08620689655172414,0,21.0,59,21,62.723076923076924,2025.0,regular,1.0,2025-08-31T01:30:00.000Z,Fresno State,Mountain West,fbs,42.0,Georgia Southern,Sun Belt,fbs,14.0,ESPN Bet,1.5,Georgia Southern -1.5,-2.0,51.5,53.5,105.0,-125.0,,2025.0,regular,1.0,2025-08-31T01:30:00.000Z,Fresno State,Mountain West,fbs,42.0,Georgia Southern,Sun Belt,fbs,14.0,ESPN Bet,1.5,Georgia Southern -1.5,-2.0,51.5,53.5,105.0,-125.0,
146,146,401760371,2439,UNLV,Mountain West,,38,18-24,0.0,25,1-1,1,0.0,0.0,35.0,0,0.0,43.0,2.0,8.0,232,6.0,4.0,1,31:12,,,,3.0,44,4,300,1.0,36.0,6.0,3-12,1.0,8-90,532,1,9.7,6.8,48.899371069182386,2025.0,700.54,18.0,24.0,0.75,1.0,1.0,1.0,3.0,12.0,0.25,8.0,90.0,0.08888888888888889,1,31.0,12,31,48.899371069182386,2025.0,regular,1.0,2025-08-23T20:00:00.000Z,UNLV,Mountain West,fbs,38.0,Idaho State,Big Sky,fcs,31.0,ESPN Bet,-30.5,UNLV -30.5,-24.5,67.5,64.5,-10000.0,2500.0,,2025.0,regular,1.0,2025-08-23T20:00:00.000Z,UNLV,Mountain West,fbs,38.0,Idaho State,Big Sky,fcs,31.0,ESPN Bet,-30.5,UNLV -30.5,-24.5,67.5,64.5,-10000.0,2500.0,
147,147,401760371,304,Idaho State,Big Sky,,31,31-52,0.0,30,1-3,0,1.0,,,4,0.0,53.0,2.0,7.0,395,0.0,,2,28:48,0.0,7.0,1.0,1.0,25,2,160,3.0,34.0,7.0,5-13,1.0,10-80,555,4,7.6,6.4,51.78378378378378,,,31.0,52.0,0.5961538461538461,1.0,3.0,0.3333333333333333,5.0,13.0,0.38461538461538464,10.0,80.0,0.125,0,28.0,48,28,51.78378378378378,2025.0,regular,1.0,2025-08-23T20:00:00.000Z,UNLV,Mountain West,fbs,38.0,Idaho State,Big Sky,fcs,31.0,ESPN Bet,-30.5,UNLV -30.5,-24.5,67.5,64.5,-10000.0,2500.0,,2025.0,regular,1.0,2025-08-23T20:00:00.000Z,UNLV,Mountain West,fbs,38.0,Idaho State,Big Sky,fcs,31.0,ESPN Bet,-30.5,UNLV -30.5,-24.5,67.5,64.5,-10000.0,2500.0,
148,148,401761588,2433,UL Monroe,Sun Belt,,29,14-26,0.0,22,2-2,0,0.0,0.0,0.0,1,,,,5.0,123,2.0,1.0,2,30:49,0.0,28.0,3.0,2.0,43,2,311,3.0,30.0,5.0,5-12,2.0,5-45,434,1,4.7,7.2,47.07446808510638,2025.0,473.34,14.0,26.0,0.5384615384615384,2.0,2.0,1.0,5.0,12.0,0.4166666666666667,5.0,45.0,0.1111111111111111,1,30.0,49,30,47.07446808510638,2025.0,regular,1.0,2025-08-28T23:00:00.000Z,UL Monroe,Sun Belt,fbs,29.0,St. Francis (PA),NEC,fcs,0.0,ESPN Bet,-30.5,UL Monroe -30.5,-30.5,47.5,46.5,,,,2025.0,regular,1.0,2025-08-28T23:00:00.000Z,UL Monroe,Sun Belt,fbs,29.0,St. Francis (PA),NEC,fcs,0.0,ESPN Bet,-30.5,UL Monroe -30.5,-30.5,47.5,46.5,,,
149,149,401761588,2598,St. Francis (PA),NEC,,0,12-20,0.0,7,0-1,0,,0.0,22.0,1,0.0,54.0,6.0,,50,3.0,1.0,0,29:11,,,,0.0,27,0,81,2.0,39.0,8.0,2-12,,6-58,131,1,2.5,3.0,69.6470588235294,,,12.0,20.0,0.6,0.0,1.0,0.0,2.0,12.0,0.16666666666666666,6.0,58.0,0.10344827586206896,0,29.0,11,29,69.6470588235294,2025.0,regular,1.0,2025-08-28T23:00:00.000Z,UL Monroe,Sun Belt,fbs,29.0,St. Francis (PA),NEC,fcs,0.0,ESPN Bet,-30.5,UL Monroe -30.5,-30.5,47.5,46.5,,,,2025.0,regular,1.0,2025-08-28T23:00:00.000Z,UL Monroe,Sun Belt,fbs,29.0,St. Francis (PA),NEC,fcs,0.0,ESPN Bet,-30.5,UL Monroe -30.5,-30.5,47.5,46.5,,,
150,150,401761589,2026,App State,Sun Belt,,34,33-50,0.0,32,2-2,1,1.0,0.0,0.0,0,0.0,10.0,2.0,10.0,404,5.0,1.0,3,33:58,0.0,6.0,5.0,3.0,38,1,182,0.0,28.0,6.0,7-15,1.0,9-98,586,1,8.1,4.8,46.75,2025.0,611.31,33.0,50.0,0.66,2.0,2.0,1.0,7.0,15.0,0.4666666666666667,9.0,98.0,0.09183673469387756,1,33.0,58,33,46.75,2025.0,regular,1.0,2025-08-29T23:00:00.000Z,Charlotte,American Athletic,fbs,11.0,App State,Sun Belt,fbs,34.0,ESPN Bet,19.5,App State -19.5,8.0,,53.5,135.0,-155.0,,2025.0,regular,1.0,2025-08-29T23:00:00.000Z,Charlotte,American Athletic,fbs,11.0,App State,Sun Belt,fbs,34.0,ESPN Bet,19.5,App State -19.5,8.0,,53.5,135.0,-155.0,
151,151,401761589,2429,Charlotte,American Athletic,,11,13-25,0.0,15,2-2,1,1.0,,,1,,,,3.0,142,3.0,,1,26:02,,,,2.0,29,0,76,1.0,51.0,3.0,4-14,1.0,7-54,218,2,5.7,2.6,60.7027027027027,2025.0,526.3,13.0,25.0,0.52,2.0,2.0,1.0,4.0,14.0,0.2857142857142857,7.0,54.0,0.12962962962962962,0,26.0,2,26,60.7027027027027,2025.0,regular,1.0,2025-08-29T23:00:00.000Z,Charlotte,American Athletic,fbs,11.0,App State,Sun Belt,fbs,34.0,ESPN Bet,19.5,App State -19.5,8.0,,53.5,135.0,-155.0,,2025.0,regular,1.0,2025-08-29T23:00:00.000Z,Charlotte,American Athletic,fbs,11.0,App State,Sun Belt,fbs,34.0,ESPN Bet,19.5,App State -19.5,8.0,,53.5,135.0,-155.0,
152,152,401761590,256,James Madison,Sun Belt,,45,17-27,0.0,23,1-3,1,0.0,0.0,49.0,1,0.0,46.0,2.0,9.0,145,6.0,3.0,2,32:27,0.0,13.0,2.0,3.0,44,4,313,0.0,32.0,5.0,7-13,1.0,6-75,458,2,5.4,7.1,45.53932584269663,2025.0,459.53,17.0,27.0,0.6296296296296297,1.0,3.0,0.3333333333333333,7.0,13.0,0.5384615384615384,6.0,75.0,0.08,1,32.0,27,32,45.53932584269663,2025.0,regular,1.0,2025-08-30T22:00:00.000Z,James Madison,Sun Belt,fbs,45.0,Weber State,Big Sky,fcs,10.0,ESPN Bet,-27.5,James Madison -27.5,-25.5,54.5,54.5,-6000.0,1800.0,,2025.0,regular,1.0,2025-08-30T22:00:00.000Z,James Madison,Sun Belt,fbs,45.0,Weber State,Big Sky,fcs,10.0,ESPN Bet,-27.5,James Madison -27.5,-25.5,54.5,54.5,-6000.0,1800.0,
153,153,401761590,2692,Weber State,Big Sky,,10,10-26,0.0,10,0-1,0,1.0,0.0,0.0,3,0.0,112.0,7.0,4.0,84,4.0,1.0,1,27:33,,,,2.0,31,0,64,1.0,37.0,8.0,3-14,0.0,3-21,148,3,3.2,2.1,67.06666666666666,,,10.0,26.0,0.38461538461538464,0.0,1.0,0.0,3.0,14.0,0.21428571428571427,3.0,21.0,0.14285714285714285,0,27.0,33,27,67.06666666666666,2025.0,regular,1.0,2025-08-30T22:00:00.000Z,James Madison,Sun Belt,fbs,45.0,Weber State,Big Sky,fcs,10.0,ESPN Bet,-27.5,James Madison -27.5,-25.5,54.5,54.5,-6000.0,1800.0,,2025.0,regular,1.0,2025-08-30T22:00:00.000Z,James Madison,Sun Belt,fbs,45.0,Weber State,Big Sky,fcs,10.0,ESPN Bet,-27.5,James Madison -27.5,-25.5,54.5,54.5,-6000.0,1800.0,
154,154,401761591,2032,Arkansas State,Sun Belt,,42,26-32,0.0,25,1-2,1,1.0,,,0,0.0,30.0,1.0,6.0,345,1.0,,3,30:52,0.0,23.0,2.0,5.0,36,3,147,3.0,32.0,6.0,5-11,3.0,7-70,492,1,10.8,4.1,44.77906976744186,2025.0,591.27,26.0,32.0,0.8125,1.0,2.0,0.5,5.0,11.0,0.45454545454545453,7.0,70.0,0.1,1,30.0,52,30,44.77906976744186,2025.0,regular,1.0,2025-08-30T23:00:00.000Z,Arkansas State,Sun Belt,fbs,42.0,Southeast Missouri State,Big South-OVC,fcs,24.0,ESPN Bet,-15.5,Arkansas State -15.5,-10.5,59.5,59.5,-750.0,475.0,,2025.0,regular,1.0,2025-08-30T23:00:00.000Z,Arkansas State,Sun Belt,fbs,42.0,Southeast Missouri State,Big South-OVC,fcs,24.0,ESPN Bet,-15.5,Arkansas State -15.5,-10.5,59.5,59.5,-750.0,475.0,
155,155,401761591,2546,Southeast Missouri State,Big South-OVC,,24,26-36,0.0,20,2-3,1,1.0,,,0,0.0,7.0,1.0,6.0,272,2.0,,2,29:08,0.0,2.0,1.0,1.0,33,1,92,0.0,32.0,4.0,6-14,1.0,8-71,364,1,7.6,2.8,58.98809523809524,,,26.0,36.0,0.7222222222222222,2.0,3.0,0.6666666666666666,6.0,14.0,0.42857142857142855,8.0,71.0,0.11267605633802817,0,29.0,8,29,58.98809523809524,2025.0,regular,1.0,2025-08-30T23:00:00.000Z,Arkansas State,Sun Belt,fbs,42.0,Southeast Missouri State,Big South-OVC,fcs,24.0,ESPN Bet,-15.5,Arkansas State -15.5,-10.5,59.5,59.5,-750.0,475.0,,2025.0,regular,1.0,2025-08-30T23:00:00.000Z,Arkansas State,Sun Belt,fbs,42.0,Southeast Missouri State,Big South-OVC,fcs,24.0,ESPN Bet,-15.5,Arkansas State -15.5,-10.5,59.5,59.5,-750.0,475.0,
156,156,401761592,242,Rice,American Athletic,,14,7-9,0.0,18,0-1,0,1.0,0.0,0.0,0,0.0,37.0,2.0,2.0,45,1.0,1.0,0,36:24,0.0,3.0,1.0,1.0,55,2,206,3.0,34.0,6.0,5-12,0.0,8-90,251,0,5.0,3.7,49.451219512195124,2025.0,530.06,7.0,9.0,0.7777777777777778,0.0,1.0,0.0,5.0,12.0,0.4166666666666667,8.0,90.0,0.08888888888888889,1,36.0,24,36,49.451219512195124,2025.0,regular,1.0,2025-08-31T00:00:00.000Z,Louisiana,Sun Belt,fbs,12.0,Rice,American Athletic,fbs,14.0,ESPN Bet,-9.5,Louisiana -9.5,-14.0,48.5,49.5,-400.0,300.0,,2025.0,regular,1.0,2025-08-31T00:00:00.000Z,Louisiana,Sun Belt,fbs,12.0,Rice,American Athletic,fbs,14.0,ESPN Bet,-9.5,Louisiana -9.5,-14.0,48.5,49.5,-400.0,300.0,
157,157,401761592,309,Louisiana,Sun Belt,,12,10-28,0.0,16,0-2,1,0.0,,,1,,,,6.0,88,1.0,,0,23:36,0.0,23.0,3.0,0.0,31,1,151,2.0,53.0,7.0,7-15,1.0,6-44,239,2,3.1,4.9,60.532467532467535,2025.0,585.82,10.0,28.0,0.35714285714285715,0.0,2.0,0.0,7.0,15.0,0.4666666666666667,6.0,44.0,0.13636363636363635,0,23.0,36,23,60.532467532467535,2025.0,regular,1.0,2025-08-31T00:00:00.000Z,Louisiana,Sun Belt,fbs,12.0,Rice,American Athletic,fbs,14.0,ESPN Bet,-9.5,Louisiana -9.5,-14.0,48.5,49.5,-400.0,300.0,,2025.0,regular,1.0,2025-08-31T00:00:00.000Z,Louisiana,Sun Belt,fbs,12.0,Rice,American Athletic,fbs,14.0,ESPN Bet,-9.5,Louisiana -9.5,-14.0,48.5,49.5,-400.0,300.0,
158,158,401761593,6,South Alabama,Sun Belt,,38,13-15,0.0,19,1-2,1,3.0,0.0,0.0,0,0.0,0.0,1.0,8.0,174,6.0,1.0,2,26:22,0.0,46.0,1.0,1.0,41,3,193,3.0,26.0,10.0,2-8,3.0,8-50,367,1,11.6,4.7,44.42307692307692,2025.0,544.87,13.0,15.0,0.8666666666666667,1.0,2.0,0.5,2.0,8.0,0.25,8.0,50.0,0.16,1,26.0,22,26,44.42307692307692,2025.0,regular,1.0,2025-08-30T23:00:00.000Z,South Alabama,Sun Belt,fbs,38.0,Morgan State,MEAC,fcs,21.0,ESPN Bet,-28.5,South Alabama -28.5,-28.5,50.5,51.5,,,,2025.0,regular,1.0,2025-08-30T23:00:00.000Z,South Alabama,Sun Belt,fbs,38.0,Morgan State,MEAC,fcs,21.0,ESPN Bet,-28.5,South Alabama -28.5,-28.5,50.5,51.5,,,
159,159,401761593,2415,Morgan State,MEAC,,21,15-25,0.0,17,2-2,3,1.0,,,1,0.0,17.0,1.0,3.0,159,1.0,,0,22:46,,,,0.0,40,3,181,1.0,23.0,3.0,5-13,3.0,10-61,340,4,6.4,4.5,54.01149425287356,,,15.0,25.0,0.6,2.0,2.0,1.0,5.0,13.0,0.38461538461538464,10.0,61.0,0.16393442622950818,0,22.0,46,22,54.01149425287356,2025.0,regular,1.0,2025-08-30T23:00:00.000Z,South Alabama,Sun Belt,fbs,38.0,Morgan State,MEAC,fcs,21.0,ESPN Bet,-28.5,South Alabama -28.5,-28.5,50.5,51.5,,,,2025.0,regular,1.0,2025-08-30T23:00:00.000Z,South Alabama,Sun Belt,fbs,38.0,Morgan State,MEAC,fcs,21.0,ESPN Bet,-28.5,South Alabama -28.5,-28.5,50.5,51.5,,,
160,160,401761594,326,Texas State,Sun Belt,,52,18-27,0.0,30,1-1,0,0.0,,,0,0.0,17.0,2.0,10.0,214,3.0,,4,30:58,0.0,33.0,2.0,6.0,39,3,392,2.0,40.0,7.0,7-10,1.0,6-42,606,0,7.9,10.1,46.2183908045977,2025.0,612.16,18.0,27.0,0.6666666666666666,1.0,1.0,1.0,7.0,10.0,0.7,6.0,42.0,0.14285714285714285,1,30.0,58,30,46.2183908045977,2025.0,regular,1.0,2025-08-31T00:00:00.000Z,Texas State,Sun Belt,fbs,52.0,Eastern Michigan,Mid-American,fbs,27.0,ESPN Bet,-13.5,Texas State -13.5,-14.0,56.5,58.5,-600.0,400.0,,2025.0,regular,1.0,2025-08-31T00:00:00.000Z,Texas State,Sun Belt,fbs,52.0,Eastern Michigan,Mid-American,fbs,27.0,ESPN Bet,-13.5,Texas State -13.5,-14.0,56.5,58.5,-600.0,400.0,
161,161,401761594,2199,Eastern Michigan,Mid-American,,27,23-34,0.0,23,2-2,0,,,,0,0.0,33.0,2.0,9.0,248,2.0,,1,29:02,,,,2.0,33,2,143,1.0,39.0,3.0,6-15,,6-50,391,0,7.3,4.3,49.60606060606061,2025.0,572.9,23.0,34.0,0.6764705882352942,2.0,2.0,1.0,6.0,15.0,0.4,6.0,50.0,0.12,0,29.0,2,29,49.60606060606061,2025.0,regular,1.0,2025-08-31T00:00:00.000Z,Texas State,Sun Belt,fbs,52.0,Eastern Michigan,Mid-American,fbs,27.0,ESPN Bet,-13.5,Texas State -13.5,-14.0,56.5,58.5,-600.0,400.0,,2025.0,regular,1.0,2025-08-31T00:00:00.000Z,Texas State,Sun Belt,fbs,52.0,Eastern Michigan,Mid-American,fbs,27.0,ESPN Bet,-13.5,Texas State -13.5,-14.0,56.5,58.5,-600.0,400.0,
162,162,401761595,2447,Nicholls,Southland,,20,21-27,0.0,16,0-1,0,,,,1,,,,8.0,184,2.0,,1,29:13,0.0,32.0,1.0,3.0,25,1,65,1.0,22.0,2.0,4-11,,6-45,249,1,6.8,2.6,53.4251497005988,,,21.0,27.0,0.7777777777777778,0.0,1.0,0.0,4.0,11.0,0.36363636363636365,6.0,45.0,0.13333333333333333,0,29.0,13,29,53.4251497005988,2025.0,regular,1.0,2025-08-30T23:00:00.000Z,Troy,Sun Belt,fbs,38.0,Nicholls,Southland,fcs,20.0,ESPN Bet,-16.5,Troy -16.5,-22.5,46.5,50.5,-2500.0,1100.0,,2025.0,regular,1.0,2025-08-30T23:00:00.000Z,Troy,Sun Belt,fbs,38.0,Nicholls,Southland,fcs,20.0,ESPN Bet,-16.5,Troy -16.5,-22.5,46.5,50.5,-2500.0,1100.0,
163,163,401761595,2653,Troy,Sun Belt,,38,14-24,0.0,23,1-2,0,,0.0,1.0,0,0.0,67.0,5.0,8.0,144,1.0,1.0,3,30:47,,,,2.0,44,2,272,4.0,22.0,8.0,9-15,,8-100,416,0,6.0,6.2,49.391752577319586,2025.0,561.87,14.0,24.0,0.5833333333333334,1.0,2.0,0.5,9.0,15.0,0.6,8.0,100.0,0.08,1,30.0,47,30,49.391752577319586,2025.0,regular,1.0,2025-08-30T23:00:00.000Z,Troy,Sun Belt,fbs,38.0,Nicholls,Southland,fcs,20.0,ESPN Bet,-16.5,Troy -16.5,-22.5,46.5,50.5,-2500.0,1100.0,,2025.0,regular,1.0,2025-08-30T23:00:00.000Z,Troy,Sun Belt,fbs,38.0,Nicholls,Southland,fcs,20.0,ESPN Bet,-16.5,Troy -16.5,-22.5,46.5,50.5,-2500.0,1100.0,
164,164,401762430,5,UAB,American Athletic,,52,18-23,0.0,24,1-2,0,1.0,,,0,0.0,143.0,7.0,8.0,247,2.0,,2,25:46,0.0,38.0,2.0,1.0,35,5,273,2.0,35.0,5.0,4-7,0.0,5-40,520,0,10.7,7.8,38.42857142857143,2025.0,540.93,18.0,23.0,0.782608695652174,1.0,2.0,0.5,4.0,7.0,0.5714285714285714,5.0,40.0,0.125,1,25.0,46,25,38.42857142857143,2025.0,regular,1.0,2025-08-29T00:30:00.000Z,UAB,American Athletic,fbs,52.0,Alabama State,SWAC,fcs,42.0,ESPN Bet,-21.5,UAB -21.5,-20.5,53.5,53.5,-2000.0,1000.0,,2025.0,regular,1.0,2025-08-29T00:30:00.000Z,UAB,American Athletic,fbs,52.0,Alabama State,SWAC,fcs,42.0,ESPN Bet,-21.5,UAB -21.5,-20.5,53.5,53.5,-2000.0,1000.0,
