,season,week,seasonType,id,name,position,team,opponent,averagePPA.all,averagePPA.pass,averagePPA.rush
2405,2024,1,postseason,4602940,Derwin Burgess Jr.,WR,Georgia Southern,Sam Houston,0.455,0.455,
2406,2024,1,postseason,4610703,Jalen White,RB,Georgia Southern,Sam Houston,0.133,-0.379,0.293
2407,2024,1,postseason,4685345,JC French,QB,Georgia Southern,Sam Houston,0.2,0.113,0.433
2408,2024,1,postseason,4685348,Terrance Gibbs,RB,Georgia Southern,Sam Houston,-0.04,,-0.04
2409,2024,1,postseason,4838527,Josh Dallas,WR,Georgia Southern,Sam Houston,1.133,1.135,1.125
2410,2024,1,postseason,4879507,Zach Hrbacek,RB,Sam Houston,Georgia Southern,-1.199,,-1.199
2411,2024,1,postseason,4879931,Simeon Evans,WR,Sam Houston,Georgia Southern,0.67,0.67,
2412,2024,1,postseason,4907543,Marcus Sanders Jr.,WR,Georgia Southern,Sam Houston,2.475,2.475,
2413,2024,1,postseason,4907573,Dalen Cobb,WR,Georgia Southern,Sam Houston,0.305,0.156,1.049
2414,2024,1,postseason,5086464,Lonnie Adkism,WR,Sam Houston,Georgia Southern,0.959,0.959,
2415,2024,1,postseason,5098435,Elijah Sohn,TE,Sam Houston,Georgia Southern,1.42,1.42,
2416,2024,1,postseason,5125823,DJ McKinney,RB,Sam Houston,Georgia Southern,-0.049,0.513,-0.611
2417,2024,1,postseason,5151112,David Mbadinga,RB,Georgia Southern,Sam Houston,0.008,0.424,-0.051
2418,2024,1,postseason,5151200,Qua'Vez Humphreys,WR,Sam Houston,Georgia Southern,0.52,0.52,
2419,2024,1,postseason,5220423,Michael Phoenix II,WR,Sam Houston,Georgia Southern,-0.96,0.72,-4.319
2420,2024,1,postseason,5220424,Hunter Watson,QB,Sam Houston,Georgia Southern,0.194,0.278,-0.007
2421,2024,1,postseason,4574356,Tyler Huff,QB,Jacksonville State,Ohio,0.395,0.45,0.146
2422,2024,1,postseason,4578436,Coleman Owen,WR,Ohio,Jacksonville State,0.243,0.243,
2423,2024,1,postseason,4610131,Parker Navarro,QB,Ohio,Jacksonville State,0.545,0.357,1.091
2424,2024,1,postseason,4709392,Anthony Tyus III,RB,Ohio,Jacksonville State,0.244,2.082,0.032
2425,2024,1,postseason,4816098,Makhi Hughes,RB,Tulane,Florida,-0.145,-0.559,-0.094
2426,2024,1,postseason,4832029,Alex Bauman,TE,Tulane,Florida,0.14,0.14,
2427,2024,1,postseason,4878109,Hayden Hansen,TE,Florida,Tulane,0.765,0.765,
2428,2024,1,postseason,4917945,Aidan Mizell,WR,Florida,Tulane,0.543,0.543,
2429,2024,1,postseason,5079289,Tawaski Abrams,WR,Florida,Tulane,1.604,1.604,
2430,2024,1,postseason,5079322,Jadan Baugh,RB,Florida,Tulane,0.138,-0.355,0.208
2431,2024,1,postseason,5079555,D.J. Lagway,QB,Florida,Tulane,0.203,0.215,0.06
2432,2024,1,postseason,5110516,Arnold Barnes,RB,Tulane,Florida,-0.114,-0.717,0.087
2433,2024,1,postseason,5121893,Tony Livingston,TE,Florida,Tulane,0.95,0.95,
2434,2024,1,postseason,5148838,Jamauri McClure,RB,Tulane,Florida,0.083,,0.083
2435,2024,1,postseason,5151892,Ja'Kobi Jackson,RB,Florida,Tulane,0.182,0.748,0.041
2436,2024,1,postseason,5151893,Anthony Rubio,RB,Florida,Tulane,0.457,,0.457
2437,2024,1,postseason,5222223,KD Daniels,RB,Florida,Tulane,0.718,,0.718
2438,2024,1,postseason,4432662,Cane Berrong,TE,Coastal Carolina,UTSA,0.065,0.065,
2439,2024,1,postseason,4432690,Dematrius Davis,QB,UTSA,Coastal Carolina,-0.252,,-0.252
2440,2024,1,postseason,4608922,Braydon Bennett,RB,Coastal Carolina,UTSA,-0.192,-0.218,-0.185
2441,2024,1,postseason,4683012,Eddie Lee Marburger,QB,UTSA,Coastal Carolina,-0.263,-0.467,0.144
2442,2024,1,postseason,4686767,Chris Carpenter,WR,UTSA,Coastal Carolina,0.332,0.332,
2443,2024,1,postseason,4702820,Bryson Donnell,RB,UTSA,Coastal Carolina,-0.126,-0.637,-0.023
2444,2024,1,postseason,4708621,Kyre Duplessis,WR,Coastal Carolina,UTSA,-0.521,-0.521,
2445,2024,1,postseason,4710765,Jameson Tucker,WR,Coastal Carolina,UTSA,0.602,0.826,0.265
2446,2024,1,postseason,4775136,Owen McCown,QB,UTSA,Coastal Carolina,0.496,0.32,2.083
2447,2024,1,postseason,4801276,Houston Thomas,TE,UTSA,Coastal Carolina,0.754,0.754,
2448,2024,1,postseason,4833356,Zach Courtney,TE,Coastal Carolina,UTSA,0.072,0.072,
2449,2024,1,postseason,4870793,Tad Hudson,QB,Coastal Carolina,UTSA,-0.144,-0.132,-0.175
2450,2024,1,postseason,4900903,Senika McKie,WR,Coastal Carolina,UTSA,-0.531,-0.531,
2451,2024,1,postseason,4917054,David Amador,WR,UTSA,Coastal Carolina,0.787,0.616,1.98
2452,2024,1,postseason,5076952,Devin Mccuin,WR,UTSA,Coastal Carolina,0.548,0.548,
2453,2024,1,postseason,5078422,Brandon High,RB,UTSA,Coastal Carolina,1.049,0.452,1.181
2454,2024,1,postseason,5120299,Patrick Overmyer,TE,UTSA,Coastal Carolina,1.299,1.299,
2455,2024,1,postseason,5146427,Xakery Wiedner,WR,Coastal Carolina,UTSA,-0.403,-0.403,
2456,2024,1,postseason,5151318,Willie McCoy,WR,UTSA,Coastal Carolina,0.095,,0.095
2457,2024,1,postseason,5157266,Bryson Graves,WR,Coastal Carolina,UTSA,2.384,2.384,
2458,2024,1,postseason,5157282,Nathan Schuessler,WR,Coastal Carolina,UTSA,-1.446,,-1.446
2459,2024,1,postseason,5221078,Alex Walker,QB,Coastal Carolina,UTSA,-1.166,-1.166,
2460,2024,1,postseason,5221081,Matt Pack Jr.,RB,Coastal Carolina,UTSA,-0.098,,-0.098
2461,2024,1,postseason,5223167,Will Henderson III,RB,UTSA,Coastal Carolina,0.993,,0.993
2462,2024,1,postseason,5223178,Elliott Brow,WR,UTSA,Coastal Carolina,-0.6,-0.6,
2463,2024,1,postseason,550577,Jordan Brown,WR,Fresno State,Northern Illinois,0.377,0.377,
2464,2024,1,postseason,4431035,Gavin Williams,RB,Northern Illinois,Fresno State,-0.33,-0.681,-0.067
2465,2024,1,postseason,4431053,Mac Dalena,WR,Fresno State,Northern Illinois,1.115,1.115,
2466,2024,1,postseason,4683282,Justin Lynch,RB,Northern Illinois,Fresno State,-0.416,,-0.416
2467,2024,1,postseason,4699761,Elijah Gilliam,RB,Fresno State,Northern Illinois,-0.018,-0.018,
2468,2024,1,postseason,4832830,Joshua Wood,QB,Fresno State,Northern Illinois,0.069,-0.018,0.311
2469,2024,1,postseason,4869294,Jake Appleget,TE,Northern Illinois,Fresno State,1.156,1.156,
2470,2024,1,postseason,4869538,Dane Pardridge,WR,Northern Illinois,Fresno State,0.892,0.892,
2471,2024,1,postseason,4883912,Andrew McElroy,WR,Northern Illinois,Fresno State,1.403,1.403,
2472,2024,1,postseason,5010409,Jayden Mandal,QB,Fresno State,Northern Illinois,0.073,0.117,-0.189
2473,2024,1,postseason,5078160,Richie Anderson,TE,Fresno State,Northern Illinois,-1.472,-1.472,
2474,2024,1,postseason,5083748,Cam Thompson,WR,Northern Illinois,Fresno State,-1.143,-1.143,
2475,2024,1,postseason,5122043,Jaylen Poe,RB,Northern Illinois,Fresno State,0.007,,0.007
2476,2024,1,postseason,5151498,Grayson Barnes,TE,Northern Illinois,Fresno State,0.74,0.74,
2477,2024,1,postseason,5151506,Josh Holst,QB,Northern Illinois,Fresno State,0.191,0.226,0.106
2478,2024,1,postseason,5175334,Bryson Donelson,RB,Fresno State,Northern Illinois,0.348,1.109,0.196
2479,2024,1,postseason,5193277,George Dimopoulos,WR,Northern Illinois,Fresno State,0.983,0.983,
2480,2024,1,postseason,5193292,La'Don Bryant,WR,Northern Illinois,Fresno State,3.168,3.168,
2481,2024,1,postseason,5193302,Telly Johnson Jr.,RB,Northern Illinois,Fresno State,-0.197,-0.451,-0.183
2482,2024,1,postseason,5219270,Lyndon Ravare,WR,Fresno State,Northern Illinois,0.187,0.187,
2483,2024,1,postseason,5219931,Romelo Ware,RB,Northern Illinois,Fresno State,1.366,1.366,
2484,2024,1,postseason,4426815,Mike Brown-Stephens,WR,South Florida,San José State,0.104,0.104,
2485,2024,1,postseason,4427649,Kelley Joiner Jr.,RB,South Florida,San José State,0.07,-0.248,0.099
2486,2024,1,postseason,4427819,Justin Lockhart,WR,San José State,South Florida,1.337,1.337,
2487,2024,1,postseason,4433940,Abdur-Rahmaan Yaseen,WR,South Florida,San José State,0.767,0.767,
2488,2024,1,postseason,4567400,Nay'Quan Wright,RB,South Florida,San José State,0.444,0.598,0.352
2489,2024,1,postseason,4571563,Sean Atkins,WR,South Florida,San José State,0.423,0.423,
2490,2024,1,postseason,4571942,Payten Singletary,TE,South Florida,San José State,1.487,1.487,
2491,2024,1,postseason,4575831,Taron Keith,RB,South Florida,San José State,-0.181,,-0.181
2492,2024,1,postseason,4576799,Sebastian Macaluso,WR,San José State,South Florida,0.148,0.148,
2493,2024,1,postseason,4685254,Jabari Bates,RB,San José State,South Florida,1.7,,1.7
2494,2024,1,postseason,4687017,Jackson Canaan,TE,San José State,South Florida,0.594,0.594,
2495,2024,1,postseason,4694149,Walker Eget,QB,San José State,South Florida,0.0,0.03,-0.322
2496,2024,1,postseason,4806463,Bryce Archie,QB,South Florida,San José State,0.1,0.175,-0.216
2497,2024,1,postseason,5079641,Lamar Radcliffe,RB,San José State,South Florida,0.475,,0.475
2498,2024,1,postseason,5082587,Matthew Coleman,WR,San José State,South Florida,0.643,0.643,
2499,2024,1,postseason,5085609,Treyshun Hurry,WR,San José State,South Florida,-0.488,1.377,-4.219
2500,2024,1,postseason,5089859,Floyd Chalk IV,RB,San José State,South Florida,0.1,0.823,0.052
2501,2024,1,postseason,5121879,Keshaun Singleton,WR,South Florida,San José State,0.758,0.758,
2502,2024,1,postseason,5146576,Joshua Porter,WR,South Florida,San José State,3.26,3.26,
2503,2024,1,postseason,5151342,Cooper Hoch,WR,San José State,South Florida,0.437,0.437,
2504,2024,1,postseason,5220614,Jacob Stewart,TE,San José State,South Florida,0.184,0.184,
2505,2024,1,postseason,4426892,Dante Cephas,WR,Kansas State,Rutgers,2.889,2.889,
2506,2024,1,postseason,4432722,Athan Kaliakmanis,QB,Rutgers,Kansas State,0.362,0.429,0.032
2507,2024,1,postseason,4567244,Jadon Jackson,WR,Kansas State,Rutgers,2.572,2.572,
2508,2024,1,postseason,4574722,Christian Dremel,WR,Rutgers,Kansas State,1.527,1.527,
2509,2024,1,postseason,4690909,Ty Bowman,WR,Kansas State,Rutgers,0.46,,0.46
2510,2024,1,postseason,4775266,Dymere Miller,WR,Rutgers,Kansas State,2.004,2.004,
2511,2024,1,postseason,4804882,Garrett Oakley,TE,Kansas State,Rutgers,1.091,1.091,
2512,2024,1,postseason,4870857,Avery Johnson,QB,Kansas State,Rutgers,0.406,0.349,0.606
2513,2024,1,postseason,4918414,Dylan Edwards,RB,Kansas State,Rutgers,0.515,1.138,0.446
2514,2024,1,postseason,5075390,Ian Strong,WR,Rutgers,Kansas State,1.647,1.647,
2515,2024,1,postseason,5078916,Joe Jackson,RB,Kansas State,Rutgers,0.741,1.837,0.272
2516,2024,1,postseason,5084771,KJ Duff,WR,Rutgers,Kansas State,2.087,2.087,
2517,2024,1,postseason,5099736,Ja'shon Benjamin,RB,Rutgers,Kansas State,0.541,2.885,0.151
2518,2024,1,postseason,5121334,Jayce Brown,WR,Kansas State,Rutgers,1.025,1.007,1.056
2519,2024,1,postseason,5147046,Ben Black,WR,Rutgers,Kansas State,2.179,2.179,
2520,2024,1,postseason,5209945,Antwan Raymond,RB,Rutgers,Kansas State,0.344,2.322,0.234
2521,2024,1,postseason,4426444,Connor Bazelak,QB,Bowling Green,Arkansas State,0.348,0.407,-1.107
2522,2024,1,postseason,4431246,Baron May,QB,Bowling Green,Arkansas State,6.9,6.9,
2523,2024,1,postseason,4433901,Corey Rucker,WR,Arkansas State,Bowling Green,2.787,2.787,
2524,2024,1,postseason,4565172,Courtney Jackson,WR,Arkansas State,Bowling Green,1.463,1.463,
2525,2024,1,postseason,4565318,Terion Stewart,RB,Bowling Green,Arkansas State,-0.593,,-0.593
2526,2024,1,postseason,4571305,Zak Wallace,RB,Arkansas State,Bowling Green,0.417,,0.417
2527,2024,1,postseason,4612211,Jaison Patterson,RB,Bowling Green,Arkansas State,0.048,1.095,-0.371
2528,2024,1,postseason,4685827,Jamal Johnson,RB,Bowling Green,Arkansas State,0.308,0.31,0.306
2529,2024,1,postseason,4695580,Malcolm Johnson Jr.,WR,Bowling Green,Arkansas State,5.097,5.097,
2530,2024,1,postseason,4700811,Ja'Quez Cross,RB,Arkansas State,Bowling Green,0.211,0.361,0.104
2531,2024,1,postseason,4711409,Emmanuel Stevenson,TE,Arkansas State,Bowling Green,0.564,0.564,
2532,2024,1,postseason,4880079,Reagan Ealy,WR,Arkansas State,Bowling Green,0.174,0.174,
2533,2024,1,postseason,4880185,Finn Hogan,WR,Bowling Green,Arkansas State,1.954,1.954,
2534,2024,1,postseason,5080403,Jaylen Raynor,QB,Arkansas State,Bowling Green,0.283,0.232,0.883
2535,2024,1,postseason,5083076,Harold Fannin,TE,Bowling Green,Arkansas State,0.787,0.74,1.539
2536,2024,1,postseason,5084054,Justin Pegues,RB,Bowling Green,Arkansas State,-0.64,,-0.64
2537,2024,1,postseason,5085496,Chauncy Cobb,WR,Arkansas State,Bowling Green,-0.149,-0.149,
2538,2024,1,postseason,5085830,Rahkeem Smith,WR,Bowling Green,Arkansas State,1.033,1.32,0.027
2539,2024,1,postseason,4432531,Jake Roberts,TE,Oklahoma,Navy,1.074,1.074,
2540,2024,1,postseason,4685545,Gavin Sawchuk,RB,Oklahoma,Navy,-0.209,-0.943,0.129
2541,2024,1,postseason,4873418,Kaden Helms,TE,Oklahoma,Navy,0.515,0.515,
2542,2024,1,postseason,4880697,Daba Fofana,FB,Navy,Oklahoma,-0.185,,-0.185
2543,2024,1,postseason,5079465,Michael Hawkins Jr.,QB,Oklahoma,Navy,0.206,0.13,0.48
2544,2024,1,postseason,5079535,Zion Kearney,WR,Oklahoma,Navy,1.705,1.705,
2545,2024,1,postseason,5079643,Zion Ragins,WR,Oklahoma,Navy,-0.163,-0.135,-0.386
2546,2024,1,postseason,5079719,Taylor Tatum,RB,Oklahoma,Navy,-0.446,,-0.446
2547,2024,1,postseason,5081502,Nathan Kent,WR,Navy,Oklahoma,3.769,3.769,
2548,2024,1,postseason,5081504,Blake Horvath,QB,Navy,Oklahoma,0.289,0.244,0.318
2549,2024,1,postseason,5081505,Cody Howard,TE,Navy,Oklahoma,0.938,0.938,
2550,2024,1,postseason,5081508,Eli Heidenreich,WR,Navy,Oklahoma,-0.163,-0.578,0.564
2551,2024,1,postseason,5081517,Brandon Chatman,WR,Navy,Oklahoma,0.329,0.329,
2552,2024,1,postseason,5081526,Alex Tecza,RB,Navy,Oklahoma,-0.176,,-0.176
2553,2024,1,postseason,5114593,Ivan Carreon,WR,Oklahoma,Navy,0.867,0.867,
2554,2024,1,postseason,5122554,Xavier Robinson,RB,Oklahoma,Navy,0.054,1.615,-0.466
2555,2024,1,postseason,5158374,Isaiah Bryant,WR,Navy,Oklahoma,0.243,0.243,
2556,2024,1,postseason,5218767,Jacob Jordan,WR,Oklahoma,Navy,-0.009,-0.009,
2557,2024,1,postseason,4426421,Ryland Goede,TE,Georgia Tech,Vanderbilt,2.545,2.545,
2558,2024,1,postseason,4426459,Chase Lane,WR,Georgia Tech,Vanderbilt,0.894,0.894,
2559,2024,1,postseason,4428993,Haynes King,QB,Georgia Tech,Vanderbilt,0.401,0.38,0.495
2560,2024,1,postseason,5079329,Mazeo Bennett,WR,South Carolina,Illinois,1.526,1.526,
2561,2024,1,postseason,5079592,Michael Smith,TE,South Carolina,Illinois,0.447,0.447,
2562,2024,1,postseason,5106299,Ca'Lil Valentine,RB,Illinois,South Carolina,-0.162,,-0.162
2563,2024,1,postseason,5154321,Alex Capka-Jones,WR,Illinois,South Carolina,0.105,0.105,
2564,2024,1,postseason,5159232,Jawarn Howell,RB,South Carolina,Illinois,0.038,,0.038
2565,2024,1,postseason,4431334,Chris Hilton Jr.,WR,LSU,Baylor,0.387,0.387,
2566,2024,1,postseason,4431389,Ketron Jackson,WR,Baylor,LSU,0.397,0.397,
2567,2024,1,postseason,4432759,Sawyer Robertson,QB,Baylor,LSU,0.174,0.156,0.486
2568,2024,1,postseason,4567747,Garrett Nussmeier,QB,LSU,Baylor,0.543,0.48,1.57
2569,2024,1,postseason,4568024,Josh Williams,RB,LSU,Baylor,0.276,0.331,0.264
2570,2024,1,postseason,4691138,Aaron Anderson,WR,LSU,Baylor,0.204,-0.012,2.795
2571,2024,1,postseason,4708127,Monaray Baldwin,WR,Baylor,LSU,1.014,1.014,
2572,2024,1,postseason,4837335,Richard Reese,RB,Baylor,LSU,-0.162,,-0.162
2573,2024,1,postseason,4869748,Zavion Thomas,WR,LSU,Baylor,0.628,0.938,-0.61
2574,2024,1,postseason,4870839,Kaleb Jackson,RB,LSU,Baylor,-0.636,,-0.636
2575,2024,1,postseason,4879189,Hal Presley,WR,Baylor,LSU,-0.075,-0.075,
2576,2024,1,postseason,4879194,Josh Cameron,WR,Baylor,LSU,0.799,0.799,
2577,2024,1,postseason,4879196,Gavin Yates,TE,Baylor,LSU,0.146,0.146,
2578,2024,1,postseason,4879677,Ashtyn Hawkins,WR,Baylor,LSU,-0.39,-0.39,
2579,2024,1,postseason,4921305,Matthew Klopfenstein,TE,Baylor,LSU,0.845,0.845,
2580,2024,1,postseason,4921517,Dawson Pendergrass,RB,Baylor,LSU,-0.159,0.559,-0.249
2581,2024,1,postseason,4954455,Bryson Washington,RB,Baylor,LSU,-0.028,,-0.028
2582,2024,1,postseason,5079379,Caden Durham,RB,LSU,Baylor,-0.101,-0.309,-0.085
2583,2024,1,postseason,5079420,Trey'Dez Green,TE,LSU,Baylor,1.375,1.375,
2584,2024,1,postseason,3949586,Jake Taylor,TE,Duke,Ole Miss,0.608,0.608,
2585,2024,1,postseason,4426689,Ulysses Bentley IV,RB,Ole Miss,Duke,0.35,0.501,0.307
2586,2024,1,postseason,4429757,Javon Harvey,WR,Duke,Ole Miss,0.812,0.812,
2587,2024,1,postseason,4430288,Eli Pancol,WR,Duke,Ole Miss,0.37,0.37,
2588,2024,1,postseason,4431466,Jordan Watkins,WR,Ole Miss,Duke,1.667,1.667,
2589,2024,1,postseason,4594444,Jordan Moore,WR,Duke,Ole Miss,0.213,0.213,
2590,2024,1,postseason,4603192,Logan Diggs,RB,Ole Miss,Duke,1.108,0.395,1.822
2591,2024,1,postseason,4612246,Sahmir Hagans,WR,Duke,Ole Miss,0.296,0.296,
2592,2024,1,postseason,4685252,Henry Belin IV,QB,Duke,Ole Miss,-0.028,0.038,-0.516
2593,2024,1,postseason,4687509,Caden Prieskorn,TE,Ole Miss,Duke,-0.066,-0.066,
2594,2024,1,postseason,4689114,Jaxson Dart,QB,Ole Miss,Duke,0.649,0.681,0.51
2595,2024,1,postseason,4696062,Antwane Wells Jr.,WR,Ole Miss,Duke,0.237,0.46,-0.097
2596,2024,1,postseason,4708487,Jaquez Moore,RB,Duke,Ole Miss,-0.553,-0.705,-0.502
2597,2024,1,postseason,4911971,Jahiem White,RB,West Virginia,Memphis,-0.235,-0.178,-0.243
2598,2024,1,postseason,5079386,Ric'Darious Farmer,WR,West Virginia,Memphis,0.14,0.14,
2599,2024,1,postseason,5081999,CJ Donaldson,RB,West Virginia,Memphis,0.372,0.237,0.385
2600,2024,1,postseason,5100582,Hudson Clement,WR,West Virginia,Memphis,1.766,1.766,
2601,2024,1,postseason,4711434,Eian Pugh,WR,Ohio,Jacksonville State,2.089,2.089,
2602,2024,1,postseason,4736210,Michael Pettway,WR,Jacksonville State,Ohio,-0.506,-0.446,-0.628
2603,2024,1,postseason,4819228,Rodney Harris II,WR,Ohio,Jacksonville State,0.657,0.657,
2604,2024,1,postseason,4877738,Brock Rechsteiner,WR,Jacksonville State,Ohio,1.047,1.047,
2605,2024,1,postseason,4911914,Andrew Paul,RB,Jacksonville State,Ohio,0.418,,0.418
2606,2024,1,postseason,4912254,Jordan McCants,WR,Jacksonville State,Ohio,0.325,0.325,
2607,2024,1,postseason,4921110,Chase Hendricks,WR,Ohio,Jacksonville State,1.295,1.295,
2608,2024,1,postseason,5081611,Mason Williams,TE,Ohio,Jacksonville State,0.796,0.796,
2609,2024,1,postseason,5083305,Caleb Gossett,WR,Ohio,Jacksonville State,2.261,2.261,
2610,2024,1,postseason,5093062,Tre Stewart,RB,Jacksonville State,Ohio,0.181,1.081,0.012
2611,2024,1,postseason,5121709,Rickey Hunt,RB,Ohio,Jacksonville State,0.702,,0.702
2612,2024,1,postseason,5150902,Jarod Bowie,WR,Jacksonville State,Ohio,0.551,0.53,0.625
2613,2024,1,postseason,5150904,Cam Vaughn,WR,Jacksonville State,Ohio,1.141,1.141,
2614,2024,1,postseason,4429184,Elijhah Badger,WR,Florida,Tulane,-0.199,-0.199,
2615,2024,1,postseason,4431268,Chimere Dike,WR,Florida,Tulane,0.771,0.771,
2616,2024,1,postseason,4431618,Mario Williams,WR,Tulane,Florida,0.588,0.588,
2617,2024,1,postseason,4432774,Ty Thompson,TE,Tulane,Florida,-0.128,-0.148,-0.051
2618,2024,1,postseason,4565297,Dontae Fleming,WR,Tulane,Florida,2.242,2.242,
2619,2024,1,postseason,4592832,Marcus Burke,WR,Florida,Tulane,-0.529,-1.153,0.095
2620,2024,1,postseason,4596539,Yulkeith Brown,WR,Tulane,Florida,-0.827,-0.827,
2621,2024,1,postseason,4686769,Ashaad Clayton,RB,Tulane,Florida,-0.192,-0.114,-0.207
2622,2024,1,postseason,4705595,Bryce Bohanon,WR,Tulane,Florida,-1.328,-1.13,-1.526
2623,2024,1,postseason,4429773,Loic Fouonji,WR,Vanderbilt,Georgia Tech,0.793,0.793,
2624,2024,1,postseason,4431574,Eli Stowers,TE,Vanderbilt,Georgia Tech,1.086,1.086,
2625,2024,1,postseason,4572380,Quincy Skinner Jr.,WR,Vanderbilt,Georgia Tech,1.61,2.839,0.381
2626,2024,1,postseason,4573699,Jackson Hawes,TE,Georgia Tech,Vanderbilt,0.605,0.605,
2627,2024,1,postseason,4577541,Avery Boyd,WR,Georgia Tech,Vanderbilt,0.007,0.007,
2628,2024,1,postseason,4603746,Malik Rutherford,WR,Georgia Tech,Vanderbilt,0.428,1.147,-2.45
2629,2024,1,postseason,4611995,Jamal Haynes,RB,Georgia Tech,Vanderbilt,0.252,0.213,0.268
2630,2024,1,postseason,4694912,Abdul Janneh,WR,Georgia Tech,Vanderbilt,0.383,0.383,
2631,2024,1,postseason,4799991,Cole Spence,TE,Vanderbilt,Georgia Tech,1.261,1.261,
2632,2024,1,postseason,4921322,Zion Taylor,WR,Georgia Tech,Vanderbilt,-0.913,-0.913,
2633,2024,1,postseason,5030333,Sedrick Alexander,RB,Vanderbilt,Georgia Tech,-0.08,0.794,-0.281
2634,2024,1,postseason,5078165,Junior Sherrill,WR,Vanderbilt,Georgia Tech,0.222,-0.141,0.585
2635,2024,1,postseason,5079372,Anthony Carrie,RB,Georgia Tech,Vanderbilt,0.707,0.707,
2636,2024,1,postseason,5084180,Diego Pavia,QB,Vanderbilt,Georgia Tech,0.493,0.39,0.643
2637,2024,1,postseason,5125580,Chad Alexander,RB,Georgia Tech,Vanderbilt,-0.418,,-0.418
2638,2024,1,postseason,5125593,Bailey Stockton,WR,Georgia Tech,Vanderbilt,1.084,1.371,0.51
2639,2024,1,postseason,5132253,Isiah Canion,WR,Georgia Tech,Vanderbilt,0.094,0.094,
2640,2024,1,postseason,4431325,Taylen Green,QB,Arkansas,Texas Tech,0.775,0.83,0.682
2641,2024,1,postseason,4592572,Mason Tharp,TE,Texas Tech,Arkansas,1.879,1.879,
2642,2024,1,postseason,4685374,Rodney Hill,RB,Arkansas,Texas Tech,-0.06,-0.377,-0.02
2643,2024,1,postseason,4686373,Jordan Brown,WR,Texas Tech,Arkansas,1.862,1.862,
2644,2024,1,postseason,4869645,Caleb Douglas,WR,Texas Tech,Arkansas,0.172,0.172,
2645,2024,1,postseason,4916941,Coy Eakin,WR,Texas Tech,Arkansas,-0.083,-0.083,
2646,2024,1,postseason,4920163,Kelby Valsin,WR,Texas Tech,Arkansas,0.626,0.626,
2647,2024,1,postseason,5079589,Braylen Russell,RB,Arkansas,Texas Tech,-0.205,-0.929,-0.133
2648,2024,1,postseason,5086393,J'Koby Williams,RB,Texas Tech,Arkansas,0.345,0.223,0.393
2649,2024,1,postseason,5123663,Isaac Teslaa,WR,Arkansas,Texas Tech,1.548,1.548,
2650,2024,1,postseason,5126468,Will Hammond,QB,Texas Tech,Arkansas,0.175,0.144,0.435
2651,2024,1,postseason,5146719,CJ Brown,WR,Arkansas,Texas Tech,1.167,1.167,
2652,2024,1,postseason,5150276,Dazmin James,WR,Arkansas,Texas Tech,2.906,2.906,
2653,2024,1,postseason,5193580,Cameron Dickey,RB,Texas Tech,Arkansas,0.079,1.635,-0.025
2654,2024,1,postseason,5218700,Tyrell Reed Jr.,RB,Arkansas,Texas Tech,1.994,3.613,0.375
2655,2024,1,postseason,4426357,Kyle Ford,WR,USC,Texas A&M,0.009,0.009,
2656,2024,1,postseason,4430825,E.J. Smith,RB,Texas A&M,USC,0.363,0.452,0.327
2657,2024,1,postseason,4569653,Shane Calhoun,TE,Texas A&M,USC,-0.359,-0.359,
2658,2024,1,postseason,4608793,Jabre Barber,WR,Texas A&M,USC,0.296,0.22,0.752
2659,2024,1,postseason,4685454,Jayden Maiava,QB,USC,Texas A&M,0.313,0.325,0.08
2660,2024,1,postseason,4685784,Tre Watson,TE,Texas A&M,USC,0.159,0.159,
2661,2024,1,postseason,4718457,Noah Thomas,WR,Texas A&M,USC,-0.264,-0.264,
2662,2024,1,postseason,4870795,Makai Lemon,WR,USC,Texas A&M,0.423,0.423,
2663,2024,1,postseason,4870847,Ja'Kobi Lane,WR,USC,Texas A&M,3.054,3.054,
2664,2024,1,postseason,4870934,Rueben Owens,RB,Texas A&M,USC,0.088,0.208,0.078
2665,2024,1,postseason,4870971,Marcel Reed,QB,Texas A&M,USC,0.123,-0.104,1.129
2666,2024,1,postseason,4918111,A'Marion Peterson,RB,USC,Texas A&M,-0.087,-0.045,-0.098
2667,2024,1,postseason,5079326,Terry Bussey,WR,Texas A&M,USC,0.533,0.596,0.376
2668,2024,1,postseason,5079500,Bryan Jackson,RB,USC,Texas A&M,0.157,,0.157
2669,2024,1,postseason,5160110,Jahdae Walker,WR,Texas A&M,USC,0.554,0.554,
2670,2024,1,postseason,4426635,Darwin Barlow,RB,North Carolina,UConn,-0.069,0.207,-0.124
2671,2024,1,postseason,4429463,Jacolby Criswell,QB,North Carolina,UConn,0.24,0.398,0.081
2672,2024,1,postseason,4429582,Joe Fagnano,QB,UConn,North Carolina,0.156,0.188,0.02
2673,2024,1,postseason,4430470,TJ Sheffield,WR,UConn,North Carolina,0.081,0.081,
2674,2024,1,postseason,4431045,John Copenhaver,TE,North Carolina,UConn,0.69,0.69,
2675,2024,1,postseason,4431505,Kobe Paysour,WR,North Carolina,UConn,2.444,2.444,
2676,2024,1,postseason,4569262,Alex Honig,TE,UConn,North Carolina,0.94,0.94,
2677,2024,1,postseason,4569727,Louis Hansen,TE,UConn,North Carolina,-0.183,-0.183,
2678,2024,1,postseason,4595341,Caleb Hood,RB,North Carolina,UConn,0.511,1.769,0.283
2679,2024,1,postseason,4596596,J.J. Jones,WR,North Carolina,UConn,0.235,0.235,
