id,teamId,team,conference,homeAway,points,completionAttempts,defensiveTDs,firstDowns,fourthDownEff,fumblesLost,fumblesRecovered,interceptionTDs,interceptionYards,interceptions,kickReturnTDs,kickReturnYards,kickReturns,kickingPoints,netPassingYards,passesDeflected,passesIntercepted,passingTDs,possessionTime,puntReturnTDs,puntReturnYards,puntReturns,qbHurries,rushingAttempts,rushingTDs,rushingYards,sacks,tackles,tacklesForLoss,thirdDownEff,totalFumbles,totalPenaltiesYards,totalYards,turnovers,yardsPerPass,yardsPerRushAttempt
401767426,2545,SE Louisiana,Southland,home,56,16-20,,19,0-2,0,1,0,0,0,0,26,2,8,302,,1,5,29:10,1,118,5,,31,2,145,,,,5-9,0,4-35,447,0,15.1,4.7
401767458,2320,Lamar,Southland,away,31,12-22,,21,0-1,0,1,0,0,1,0,70,2,7,81,,1,0,32:38,1,54,4,,42,2,252,,,,5-11,0,4-40,333,1,3.7,6.0
401767458,2640,Texas Southern,SWAC,home,7,13-23,,11,0-2,1,0,0,0,1,0,107,4,1,53,,1,0,27:22,,,,,31,1,143,,,,3-13,1,4-35,196,2,2.3,4.6
401767524,2617,Stephen F. Austin,Southland,home,63,15-19,,24,1-1,0,3,0,0,0,,,,9,287,,1,3,29:38,0,26,3,,36,4,247,,,,7-9,0,5-72,534,0,15.1,6.9
401767524,2834,Sul Ross State,Lone Star,away,0,2-8,,7,0-0,2,0,,,1,0,65,4,,-3,,,0,30:22,,,,,29,0,-18,,,,1-10,5,7-17,-21,3,-0.4,-0.6
401767527,292,UT Rio Grande Valley,Southland,home,80,16-24,,27,1-2,0,0,1,62,0,0,27,1,14,289,,3,5,29:31,0,30,3,,36,5,462,,,,4-10,1,10-115,751,0,12.0,12.8
401767529,56,Stetson,Pioneer,away,0,20-34,,8,0-2,0,0,0,0,1,0,122,7,,97,,1,0,24:31,0,0,1,,22,0,29,,,,3-15,1,2-25,126,1,2.9,1.3
401767529,236,Chattanooga,Southern,home,63,7-14,,24,1-2,0,0,0,17,1,0,91,1,9,94,,1,2,35:29,0,72,4,,55,5,445,,,,10-14,1,8-100,539,1,6.7,8.1
401767544,2181,Drake,Pioneer,away,21,18-29,,18,1-1,1,0,,,1,,,,7,174,,,1,27:30,,,,,32,1,121,,,,4-13,1,3-25,295,2,6.0,3.8
401767544,2571,South Dakota State,MVFC,home,37,18-25,,23,1-4,0,1,0,0,0,0,43,3,7,225,,1,1,32:30,0,22,1,,41,4,212,,,,3-9,1,7-68,437,0,9.0,5.2
401767573,2382,Mercer,Southern,home,22,26-37,,27,1-1,2,2,,,2,0,19,1,10,316,,,1,38:54,0,16,4,,46,1,152,,,,5-16,3,5-45,468,4,8.5,3.3
401767573,2747,Wofford,Southern,away,21,9-21,,7,0-2,2,2,0,73,0,0,43,3,3,230,,2,3,21:06,0,7,1,,26,0,61,,,,2-12,3,7-69,291,2,11.0,2.3
401767588,2083,Bucknell,Patriot,home,35,21-28,,18,1-1,0,,,,1,0,51,2,5,405,,,5,29:32,0,13,1,,36,0,71,,,,8-15,,10-122,476,1,14.5,2.0
401767588,2678,VMI,Southern,away,28,21-38,,18,0-1,0,0,0,0,0,0,68,3,4,362,,1,3,30:28,0,8,2,,28,1,59,,,,7-15,1,7-55,421,0,9.5,2.1
401767627,2368,Marist,Pioneer,away,21,12-34,,15,2-5,1,0,0,26,0,0,99,1,3,141,,5,2,28:47,,,,,39,0,131,,,,5-17,3,4-35,272,1,4.1,3.4
401767627,2681,Wagner,NEC,home,10,11-24,,18,0-4,0,1,,,5,0,38,2,4,56,,,0,31:13,0,26,4,,50,1,242,,,,5-14,2,8-71,298,5,2.3,4.8
401767639,2506,Presbyterian,Pioneer,home,42,17-28,,28,1-3,1,0,0,0,0,0,53,3,6,364,,1,3,37:13,0,17,1,,51,3,198,,,,7-13,1,11-112,562,1,13.0,3.9
401767639,101784,ERSKINE,Carolinas,away,14,11-18,,11,1-2,0,1,,,1,0,50,3,2,132,,,1,22:47,,,,,28,0,77,,,,2-11,3,11-69,209,1,7.3,2.8
401767648,128,Northern Michigan,GLIAC,home,7,11-19,,18,2-4,0,0,,,0,0,72,4,1,133,,,0,34:39,0,2,3,,54,1,129,,,,5-16,3,4-25,262,0,7.0,2.4
401767648,2900,St. Thomas (MN),Pioneer,away,20,13-19,,13,1-1,0,0,,,0,0,63,2,0,221,,,3,25:21,0,7,1,,29,0,54,,,,2-9,1,3-24,275,0,11.6,1.9
401767659,2341,Long Island University,NEC,home,21,3-10,,12,1-1,1,1,0,59,0,0,28,2,3,19,,2,0,21:50,0,21,2,,32,2,189,,,,0-9,3,4-56,208,1,1.9,5.9
401767659,2529,Sacred Heart,FCS Independents,away,24,14-19,,26,2-2,1,1,,,2,,,,6,193,,,0,38:10,0,-3,3,,56,3,214,,,,8-17,3,8-64,407,3,10.2,3.8
401767720,46,Georgetown,Patriot,home,37,32-51,,26,1-2,0,2,0,18,1,0,35,3,7,362,,1,2,32:15,,,,,26,2,90,,,,10-17,0,7-69,452,1,7.1,3.5
401767720,322,Lafayette,Patriot,away,42,18-28,,26,1-1,2,0,0,0,1,0,16,2,6,290,,1,2,27:45,,,,,37,4,289,,,,7-12,2,5-55,579,3,10.4,7.8
401767733,2184,Duquesne,NEC,home,21,17-28,,16,2-2,1,0,,,1,0,46,3,3,211,,,2,28:14,0,12,1,,30,1,107,,,,2-10,1,7-55,318,2,7.5,3.6
401767733,2329,Lehigh,Patriot,away,35,17-25,,20,0-0,0,1,0,0,0,0,70,2,5,224,,1,3,31:46,0,5,3,,35,2,172,,,,6-12,0,6-50,396,0,9.0,4.9
401767742,2115,Central Connecticut,NEC,home,31,16-33,,19,1-2,0,3,0,10,0,0,23,1,7,193,,2,2,31:07,0,77,5,,38,2,107,,,,4-15,1,8-110,300,0,5.8,2.8
401767742,2598,St. Francis (PA),NEC,away,7,13-26,,11,0-0,3,0,,,2,0,45,3,1,159,,,0,28:36,0,10,4,,27,1,51,,,,2-13,5,7-69,210,5,6.1,1.9
401767762,2523,Robert Morris,NEC,home,28,8-9,,18,0-0,3,1,0,29,0,0,102,3,4,83,,2,2,28:48,0,10,1,,39,2,242,,,,4-6,3,7-75,325,3,9.2,6.2
401767762,2699,West Liberty,Mountain East,away,14,20-35,,22,2-4,1,3,,,2,0,23,2,2,219,,,1,31:12,,,,,31,1,63,,,,5-12,1,5-25,282,3,6.3,2.0
401769832,50,Florida A&M,SWAC,home,33,26-36,,26,1-1,0,1,,,1,0,76,3,9,371,,,2,34:58,,,,,34,2,91,,,,9-14,0,11-102,462,1,10.3,2.7
401769832,2013,Albany State GA,SIAC,away,25,17-31,,21,0-1,1,0,0,0,0,0,126,5,3,201,,1,1,25:02,0,30,1,,26,2,120,,,,6-11,1,6-42,321,1,6.5,4.6
401769892,2086,Butler,Pioneer,away,16,17-23,,17,0-2,2,0,,,1,0,108,2,4,178,,,0,32:53,0,33,3,,39,1,152,,,,6-12,2,3-30,330,3,7.7,3.9
401769892,2262,Hanover College,Heartland,home,7,17-26,,12,0-2,0,2,0,20,0,0,19,1,1,109,,1,1,27:07,,,,,30,0,49,,,,6-15,1,4-20,158,0,4.2,1.6
401783278,399,UAlbany,CAA,home,17,31-54,,24,2-4,0,0,,,2,0,54,3,5,409,,,1,32:15,0,0,1,,25,1,40,,,,4-15,1,12-102,449,2,7.6,1.6
401783278,2441,New Haven,NEC,away,24,23-35,,20,0-0,0,,0,2,0,0,35,2,6,180,,2,3,27:45,0,-8,1,,29,0,114,,,,4-12,,8-80,294,0,5.1,3.9
401752708,8,Arkansas,SEC,away,31,18-34,0,23,0-0,1,0,0,19,2,0,23,1,7,325,2,2,1,27:55,0,4,2,4,32,3,175,3,45,8,3-10,1,7-55,500,3,9.6,5.5
401752708,235,Memphis,American Athletic,home,32,15-31,0,26,0-0,0,1,0,5,2,,,,8,199,4,2,1,32:05,0,11,1,5,40,3,294,1,38,5,6-13,2,4-20,493,2,6.4,7.4
401752709,57,Florida,SEC,away,7,12-23,0,7,3-6,0,,0,0,0,0,19,1,1,61,3,1,0,23:30,,,,1,29,1,80,1,38,4,0-13,,3-20,141,0,2.7,2.8
401752709,2390,Miami,ACC,home,26,17-30,0,21,1-1,0,,,,1,0,19,1,8,160,0,,0,36:30,0,14,1,4,44,3,189,4,24,7,8-16,,6-30,349,1,5.3,4.3
401752710,99,LSU,SEC,home,56,35-43,0,32,3-3,0,,,,0,0,58,3,8,395,5,,4,34:44,0,49,3,2,35,4,135,4,24,7,9-14,,7-50,530,0,9.2,3.9
401752710,2545,SE Louisiana,Southland,away,10,11-21,0,10,0-1,0,0,,,0,0,21,1,4,116,4,,1,25:16,,,,0,25,0,89,2,47,5,1-10,1,5-55,205,0,5.5,3.6
401752711,145,Ole Miss,SEC,home,45,17-27,0,23,0-0,1,0,0,0,0,0,23,1,13,307,4,1,2,27:31,0,29,3,17,42,3,241,0,27,5,7-11,1,3-35,548,1,11.4,5.7
401752711,2655,Tulane,American Athletic,away,10,10-29,0,18,0-3,0,1,,,1,0,20,1,4,104,5,,1,32:29,0,12,1,3,39,0,178,1,42,4,6-15,1,4-30,282,1,3.6,4.6
401752712,344,Mississippi State,SEC,home,38,12-20,0,23,4-4,0,,0,0,0,,,,8,160,0,1,1,31:55,0,1,1,3,49,4,292,1,15,6,5-13,,11-103,452,0,8.0,6.0
401752712,2459,Northern Illinois,Mid-American,away,10,15-25,0,14,0-2,0,0,,,1,,,,4,142,1,,1,28:05,,,,2,26,0,126,2,23,3,1-9,1,5-50,268,1,5.7,4.8
401752713,142,Missouri,SEC,home,29,16-27,0,29,0-0,0,,,,1,0,12,1,9,171,3,,1,35:26,,,,6,46,2,287,5,25,8,7-13,,5-54,458,1,6.3,6.2
401752713,2579,South Carolina,SEC,away,20,18-28,0,15,0-1,0,,0,0,0,0,124,6,8,302,3,1,2,24:34,0,13,1,3,22,0,-9,1,33,3,3-11,,14-98,293,0,10.8,-0.4
401752714,2,Auburn,SEC,away,17,21-33,0,18,1-3,0,1,,,0,0,43,3,5,220,4,,1,35:34,0,9,4,5,35,1,67,1,35,6,3-15,0,13-85,287,0,6.7,1.9
401752714,201,Oklahoma,SEC,home,24,24-36,0,16,1-1,1,0,,,0,,,,10,271,4,,1,24:26,0,4,2,3,24,1,35,9,44,14,3-12,1,9-99,306,1,7.5,1.5
401752715,5,UAB,American Athletic,away,24,39-52,0,18,2-3,1,1,0,-5,1,0,14,1,6,371,3,1,2,33:52,,,,1,19,1,23,1,26,3,5-15,2,13-110,394,2,7.1,1.2
401752715,2633,Tennessee,SEC,home,56,18-30,1,28,1-1,1,1,0,1,1,0,44,1,8,275,3,1,3,26:08,0,35,3,2,42,4,239,3,27,9,7-13,2,5-50,514,2,9.2,5.7
401752716,238,Vanderbilt,SEC,home,70,23-34,1,30,1-3,0,1,,,0,0,46,1,10,349,3,,1,29:49,1,51,4,9,36,8,287,3,32,8,6-10,0,10-99,636,0,10.3,8.0
401752716,2247,Georgia State,Sun Belt,away,21,31-48,0,18,2-2,1,0,,,0,0,37,2,3,258,2,,3,30:11,,,,2,20,0,32,0,36,5,6-16,1,15-109,290,1,5.4,1.6
401752723,251,Texas,SEC,home,55,23-28,0,26,0-0,0,,0,0,0,0,22,1,13,343,3,1,3,33:51,0,56,3,1,41,4,264,5,31,10,7-11,,9-70,607,0,12.3,6.4
401752723,2534,Sam Houston,Conference USA,away,0,13-25,0,7,0-2,0,0,,,1,,,,,86,1,,0,26:09,,,,3,26,0,27,1,39,5,2-14,2,6-40,113,1,3.4,1.0
401752841,204,Oregon State,Pac-12,away,7,7-22,0,8,0-0,1,0,,,0,0,18,1,1,80,4,,0,23:05,,,,0,26,1,67,1,42,4,4-12,1,2-10,147,1,3.6,2.6
401752841,2483,Oregon,Big Ten,home,41,21-31,0,29,1-2,0,1,,,0,,,,11,305,3,,4,36:55,0,70,6,4,46,1,280,0,13,2,4-10,1,5-40,585,0,9.8,6.1
401752842,264,Washington,Big Ten,away,59,16-19,1,23,0-0,0,1,1,74,0,0,10,1,11,298,3,2,4,24:14,,,,5,32,3,175,3,26,7,8-9,0,5-50,473,0,15.7,5.5
401752842,265,Washington State,Pac-12,home,24,25-36,0,21,2-3,1,0,,,2,,,,6,277,0,,2,35:46,,,,1,27,1,28,3,39,7,6-13,1,2-10,305,3,7.7,1.0
401752843,84,Indiana,Big Ten,home,63,21-23,2,31,1-1,0,,0,0,0,,,,9,267,4,1,5,39:42,1,60,3,0,49,3,312,7,24,10,8-11,,2-10,579,0,11.6,6.4
401752843,356,Illinois,Big Ten,away,10,16-25,0,9,0-0,0,,,,1,0,22,1,4,159,0,,1,20:18,0,9,1,1,20,0,2,2,47,3,1-10,,4-23,161,1,6.4,0.1
401752844,164,Rutgers,Big Ten,home,28,24-40,0,20,0-1,0,,,,1,,,,4,330,1,,0,31:06,,,,3,30,4,70,2,23,3,6-13,,6-50,400,1,8.3,2.3
401752844,2294,Iowa,Big Ten,away,38,12-18,1,22,0-0,0,0,0,0,0,1,129,3,8,186,8,1,0,28:54,0,43,1,1,38,4,160,3,27,3,3-8,1,2-30,346,0,10.3,4.2
401752845,120,Maryland,Big Ten,away,27,18-34,0,13,0-0,0,,0,46,0,,,,9,265,1,1,2,22:53,0,20,3,6,23,1,61,6,56,10,4-14,,4-50,326,0,7.8,2.7
401752845,275,Wisconsin,Big Ten,home,10,22-35,0,21,2-3,0,0,,,1,0,86,4,4,235,4,,1,37:07,0,35,2,1,42,0,61,1,29,4,3-17,2,2-20,296,1,6.7,1.5
401752846,130,Michigan,Big Ten,away,30,12-23,0,16,0-0,1,0,0,0,0,0,1,1,12,105,3,1,0,26:43,0,-1,1,2,31,3,290,7,40,9,4-12,1,4-39,395,1,4.6,9.4
401752846,158,Nebraska,Big Ten,home,27,30-41,0,23,2-3,0,1,,,1,0,23,1,9,308,3,,3,33:17,0,21,3,1,31,0,43,1,26,5,2-13,0,3-9,351,1,7.5,1.4
401752847,30,USC,Big Ten,home,45,20-26,0,27,1-2,1,0,,,0,0,64,3,9,234,1,,3,28:42,0,23,1,6,37,3,283,2,30,7,8-11,1,9-67,517,1,9.0,7.6
401752847,127,Michigan State,Big Ten,away,31,13-23,0,19,0-1,0,1,,,0,0,20,1,6,225,4,,3,28:39,,,,1,31,1,108,0,43,1,5-11,0,5-48,333,0,9.8,3.5
401752848,87,Notre Dame,FBS Independents,home,56,17-20,1,26,0-2,1,0,0,8,0,1,167,4,8,281,6,2,2,32:00,0,13,2,4,39,5,258,2,36,5,6-10,1,3-30,539,1,14.1,6.6
401752848,2509,Purdue,Big Ten,away,30,25-39,0,20,1-1,0,1,,,2,,,,12,303,1,,3,28:00,,,,2,28,0,76,1,43,2,4-14,1,7-75,379,2,7.8,2.7
401754537,183,Syracuse,ACC,away,34,21-39,0,24,2-2,0,1,0,14,0,0,26,1,10,278,3,1,3,30:40,0,1,1,6,37,1,157,1,41,3,3-15,0,7-52,435,0,7.1,4.2
401754537,228,Clemson,ACC,home,21,37-60,0,29,1-5,1,0,,,1,0,53,2,3,363,9,,3,29:20,0,0,1,2,22,0,140,3,41,5,3-13,1,8-75,503,2,6.1,6.4
401754538,150,Duke,ACC,home,45,19-28,0,22,2-2,0,1,0,70,0,0,51,2,9,269,2,3,3,27:31,,,,9,35,3,149,2,28,7,5-12,1,8-103,418,0,9.6,4.3
401754538,152,NC State,ACC,away,33,29-39,0,26,1-4,1,0,,,3,0,71,4,3,364,1,,2,32:29,0,-4,2,5,35,3,171,3,32,8,7-12,2,6-49,535,4,9.3,4.9
401754539,24,Stanford,ACC,away,20,20-29,0,15,1-1,1,0,,,0,0,28,2,2,286,2,,2,25:12,,,,1,30,1,37,1,27,2,6-14,1,4-40,323,1,9.9,1.2
401754539,258,Virginia,ACC,home,48,24-32,0,29,1-1,0,1,,,0,0,32,1,12,384,3,,5,34:48,0,0,1,3,40,1,210,5,23,8,7-13,0,7-55,594,0,12.0,5.3
401754540,21,San Diego State,Mountain West,home,34,15-18,2,15,0-0,0,1,1,96,0,0,16,1,10,189,10,2,1,30:18,0,22,1,5,31,1,134,4,42,5,3-10,0,7-75,323,0,10.5,4.3
401754540,25,California,ACC,away,0,18-41,0,17,2-4,1,0,,,2,0,15,1,0,224,3,,0,29:42,0,11,2,0,31,0,65,1,38,6,6-17,1,6-40,289,3,5.5,2.1
401754541,52,Florida State,ACC,home,66,16-24,0,37,0-1,0,,0,1,1,,,,12,277,1,1,1,34:31,0,-6,1,1,54,8,498,2,22,6,9-10,,5-59,775,1,11.5,9.2
401754541,2309,Kent State,Mid-American,away,10,13-27,0,12,1-2,0,,0,29,1,,,,4,163,2,1,1,25:29,,,,0,28,0,43,1,41,3,3-14,,5-32,206,1,6.0,1.5
401754542,59,Georgia Tech,ACC,home,45,13-18,0,19,0-0,1,0,,,0,0,-1,1,9,161,5,,2,22:31,0,0,1,5,30,4,307,2,34,6,3-8,1,6-55,468,1,8.9,10.2
401754542,218,Temple,American Athletic,away,24,17-37,0,19,3-4,0,1,,,0,,,,6,144,1,,2,37:29,0,4,1,1,44,1,184,2,21,5,6-19,1,8-75,328,0,3.9,4.2
401754617,259,Virginia Tech,ACC,home,38,27-33,0,28,0-1,1,0,0,0,0,0,32,1,8,307,3,1,2,34:29,0,14,2,4,36,3,155,4,13,12,6-11,1,8-74,462,1,9.3,4.3
401754617,2747,Wofford,Southern,away,6,16-27,0,8,0-0,0,1,,,1,0,11,1,6,142,2,,0,25:31,,,,0,23,0,-1,1,34,4,5-15,0,7-73,141,1,5.3,0.0
401754636,2567,SMU,ACC,away,24,24-38,0,19,1-1,0,,0,0,2,0,71,3,6,290,7,1,3,28:54,,,,3,27,0,94,2,30,6,4-13,,7-70,384,2,7.6,3.5
401754636,2628,TCU,Big 12,home,35,22-40,0,24,3-4,0,0,0,56,1,0,55,2,5,379,3,2,5,31:06,0,3,3,2,36,0,140,2,40,4,9-17,1,9-65,519,1,9.5,3.9
401754640,153,North Carolina,ACC,away,9,22-33,0,14,3-4,0,,,,2,0,27,2,3,154,1,,1,26:13,0,5,1,0,25,0,63,0,49,5,5-13,,5-50,217,2,4.7,2.5
401754640,2116,UCF,Big 12,home,34,25-32,0,23,4-4,0,0,0,6,0,0,17,1,10,223,3,2,1,33:47,0,1,1,5,34,3,143,2,41,4,5-13,1,7-40,366,0,7.0,4.2
401754642,97,Louisville,ACC,home,40,24-33,1,21,0-0,1,0,0,5,0,0,65,2,16,313,3,2,0,33:52,1,106,3,2,29,3,126,0,21,2,4-11,2,6-55,439,1,9.5,4.3
401754642,189,Bowling Green,Mid-American,away,17,11-21,0,14,0-0,0,1,,,2,0,25,1,5,131,2,,1,26:08,,,,2,29,1,190,3,30,6,4-12,0,6-43,321,2,6.2,6.6
401756896,9,Arizona State,Big 12,away,27,22-32,0,26,1-2,0,2,0,0,0,0,28,2,13,221,4,1,1,36:24,,,,2,47,1,180,2,40,5,6-16,1,7-70,401,0,6.9,3.8
401756896,239,Baylor,Big 12,home,24,25-39,0,18,2-3,2,0,,,1,0,71,3,6,250,5,,3,23:36,0,31,1,0,23,0,107,1,48,5,5-12,2,7-86,357,3,6.4,4.7
401756897,38,Colorado,Big 12,home,37,18-28,0,23,0-0,1,0,,,0,0,112,4,5,304,7,,3,27:56,0,12,1,1,31,2,193,2,47,6,5-10,1,5-53,497,1,10.9,6.2
401756897,2751,Wyoming,Mountain West,away,20,12-26,0,20,1-1,0,1,,,0,,,,8,182,1,,2,32:04,0,16,1,3,40,0,166,1,47,4,5-13,1,7-80,348,0,7.0,4.2
401756898,151,East Carolina,American Athletic,home,13,25-42,0,24,1-3,0,0,,,2,0,81,4,7,285,3,,0,28:21,0,-11,1,0,35,1,119,0,26,8,6-15,1,11-76,404,2,6.8,3.4
401756898,252,BYU,Big 12,away,34,18-26,1,20,0-1,0,,1,15,0,0,76,3,10,246,4,2,1,31:39,0,12,1,0,34,2,172,2,40,6,7-14,,10-101,418,0,9.5,5.1
401756899,277,West Virginia,Big 12,away,10,17-31,0,18,0-2,1,0,,,1,,,,4,142,3,,0,26:10,0,0,1,3,41,1,182,0,36,1,3-15,1,5-30,324,2,4.6,4.4
401756899,2305,Kansas,Big 12,home,41,13-26,1,19,1-2,0,1,0,32,0,1,137,2,11,146,6,1,3,33:50,0,30,4,5,39,1,259,2,37,5,5-14,1,4-40,405,0,5.6,6.6
401756900,197,Oklahoma State,Big 12,home,12,26-41,0,24,1-4,0,1,,,0,,,,6,218,4,,0,25:15,0,3,1,7,33,1,185,0,37,6,4-15,0,3-30,403,0,5.3,5.6
401756900,202,Tulsa,American Athletic,away,19,23-36,0,21,3-3,1,0,,,0,0,28,2,13,219,4,,1,34:45,,,,1,43,0,205,2,44,7,7-19,2,4-34,424,1,6.1,4.8
401756901,254,Utah,Big 12,home,10,25-38,0,16,0-2,2,0,0,0,2,,,,4,162,2,2,0,27:45,0,-9,1,0,31,1,101,1,47,9,4-14,3,2-10,263,4,4.3,3.3
401756901,2641,Texas Tech,Big 12,away,34,25-35,0,20,0-0,0,2,0,0,2,,,,10,311,3,2,2,32:15,0,0,1,0,37,2,173,1,38,4,9-17,1,14-122,484,2,8.9,4.7
401757169,41,UConn,FBS Independents,home,31,20-30,0,17,5-5,0,,0,0,0,0,56,3,7,181,1,1,1,32:16,0,34,3,1,34,3,226,4,36,5,5-15,,2-20,407,0,6.0,6.6
401757169,2050,Ball State,Mid-American,away,25,18-25,0,19,2-2,0,,,,1,0,36,2,5,228,2,,2,27:44,,,,0,37,1,176,0,44,2,4-12,,4-32,404,1,9.1,4.8
401757259,48,Delaware,Conference USA,away,38,23-35,1,24,1-2,0,,0,0,1,0,64,3,8,218,3,2,3,30:31,1,68,1,0,31,1,140,2,46,5,11-16,,2-10,358,1,6.2,4.5
401757259,2229,Florida International,Conference USA,home,16,22-35,0,14,4-5,0,0,0,5,2,0,27,2,4,203,5,1,1,29:29,,,,1,34,1,160,1,36,4,5-17,1,7-68,363,2,5.8,4.7
401757260,55,Jacksonville State,Conference USA,home,45,19-34,0,29,1-1,0,,0,21,0,0,12,2,9,202,4,2,1,30:32,0,4,1,1,44,5,334,2,36,5,7-14,,8-99,536,0,5.9,7.6
401757260,93,Murray State,MVFC,away,10,21-33,1,16,0-2,0,1,,,2,0,55,4,4,141,6,,0,29:28,,,,3,34,0,94,0,38,4,5-16,0,8-45,235,2,4.3,2.8
401757261,338,Kennesaw State,Conference USA,home,28,25-34,0,30,1-2,2,1,,,0,0,36,2,4,308,8,,1,32:25,0,56,3,3,46,3,199,1,32,3,7-13,3,7-68,507,2,9.1,4.3
401757261,2032,Arkansas State,Sun Belt,away,21,25-41,0,18,1-2,1,3,,,0,0,54,4,3,226,2,,2,27:35,0,-2,2,2,28,1,92,2,39,6,4-15,1,6-45,318,1,5.5,3.3
401757262,256,James Madison,Sun Belt,away,31,17-25,0,24,0-0,0,,,,1,0,30,2,7,213,4,,1,33:03,,,,0,39,3,233,3,32,5,6-10,,7-72,446,1,8.5,6.0
401757262,2335,Liberty,Conference USA,home,13,7-21,0,16,3-4,0,,0,0,0,,,,7,75,4,1,0,26:57,,,,1,42,1,158,0,40,2,3-14,,6-44,233,0,3.6,3.8
401757263,2348,Louisiana Tech,Conference USA,home,30,15-21,1,14,2-2,0,,1,48,0,0,28,1,6,239,7,1,0,27:24,0,32,3,4,38,3,101,1,21,5,2-13,,8-76,340,0,11.4,2.7
401757263,2572,Southern Miss,Sun Belt,away,20,28-47,0,28,0-2,0,,,,1,,,,8,392,4,,2,32:36,0,4,1,0,35,0,122,2,24,6,7-17,,8-54,514,1,8.3,3.5
401757264,276,Marshall,Sun Belt,away,42,18-22,0,27,0-0,1,0,0,0,0,,,,6,261,5,1,4,36:47,0,8,2,1,47,2,191,3,26,4,7-12,3,8-62,452,1,11.9,4.1
401757264,2393,Middle Tennessee,Conference USA,home,28,19-33,0,14,0-1,0,1,,,1,0,20,1,8,299,4,,2,23:13,0,16,1,0,15,1,74,3,42,5,3-10,1,12-111,373,1,9.1,4.9
401757265,2623,Missouri State,Conference USA,home,42,22-32,0,22,1-1,1,2,0,25,0,0,58,3,6,287,2,1,3,30:28,0,1,2,2,26,3,133,1,32,6,5-10,4,11-84,420,1,9.0,5.1
401757265,2630,UT Martin,Big South-OVC,away,10,23-32,0,14,1-1,2,1,,,1,0,23,1,4,150,4,,0,29:32,0,-2,1,2,25,1,71,2,32,5,5-14,2,3-35,221,3,4.7,2.8
401757267,2433,UL Monroe,Sun Belt,away,31,9-15,0,18,0-1,0,0,0,5,0,,,,7,149,9,2,2,31:51,,,,6,41,2,252,3,36,6,2-10,1,12-98,401,0,9.9,6.1
401757267,2638,UTEP,Conference USA,home,25,23-50,0,21,1-4,0,,,,2,0,53,6,5,409,1,,3,28:09,0,24,2,3,28,0,33,0,21,6,8-19,,8-80,442,2,8.2,1.2
401757268,98,Western Kentucky,Conference USA,home,31,22-33,1,22,1-1,1,1,0,12,1,1,81,2,7,216,3,2,0,27:44,,,,1,33,3,145,0,42,5,5-12,1,8-85,361,2,6.5,4.4
401757268,2440,Nevada,Mountain West,away,16,16-33,0,22,2-2,1,1,0,16,2,0,25,1,10,165,3,1,0,32:22,,,,1,39,1,207,2,38,4,5-16,1,6-60,372,3,5.0,5.3
401760372,68,Boise State,Mountain West,away,49,16-27,0,23,0-0,0,,0,23,1,0,38,2,7,310,1,1,2,23:40,0,7,1,1,29,5,285,1,42,6,7-10,,12-107,595,1,11.5,9.8
401760372,2005,Air Force,Mountain West,home,37,13-20,0,24,2-3,0,,0,0,1,,,,7,246,2,1,2,36:20,,,,4,54,3,269,0,22,1,8-14,,6-45,515,1,12.3,5.0
401760373,36,Colorado State,Mountain West,home,16,24-38,0,20,1-2,0,0,0,0,0,,,,4,254,7,2,1,33:33,0,8,3,6,37,1,153,0,25,5,7-18,1,11-115,407,0,6.7,4.1
401760373,2636,UTSA,American Athletic,away,17,14-27,0,13,0-2,0,0,,,2,,,,5,173,6,,1,26:27,0,12,5,4,33,1,172,3,28,5,6-15,1,9-80,345,2,6.4,5.2
401760374,62,Hawai'i,Mountain West,home,21,28-47,1,20,2-3,0,1,,,3,,,,7,219,1,,1,29:50,,,,2,26,0,95,1,40,8,7-17,0,7-41,314,3,4.7,3.7
401760374,278,Fresno State,Mountain West,away,23,22-29,1,16,0-0,1,1,1,101,0,0,57,2,5,230,2,3,1,30:10,0,7,1,3,31,1,65,4,38,4,7-14,3,8-87,295,1,7.9,2.1
401760375,23,San José State,Mountain West,home,31,13-21,0,15,0-0,1,1,,,0,0,23,2,7,222,5,,1,20:59,,,,3,26,3,198,1,44,3,7-10,2,4-50,420,1,10.6,7.6
401760375,70,Idaho,Big Sky,away,28,18-32,0,22,5-5,1,1,,,0,0,25,2,4,232,3,,2,39:01,,,,1,43,2,152,0,23,3,9-18,1,9-63,384,1,7.3,3.5
401760376,193,Miami (OH),Mid-American,home,38,15-30,2,19,1-1,1,0,1,77,2,1,138,4,8,265,5,2,3,21:52,,,,0,22,0,131,4,49,10,1-8,1,7-79,396,3,8.8,6.0
401760376,2439,UNLV,Mountain West,away,41,29-43,1,30,0-1,0,1,1,67,2,0,53,3,11,293,3,2,2,38:08,,,,3,43,2,220,0,26,4,12-17,0,6-35,513,2,6.8,5.1
401760377,328,Utah State,Mountain West,home,48,19-28,0,27,1-1,1,0,,,1,,,,6,293,4,,3,31:14,0,4,1,5,45,4,337,4,22,6,6-12,1,6-55,630,2,10.5,7.5
401760377,2377,McNeese,Southland,away,7,11-28,0,13,2-4,0,1,0,0,0,0,15,1,1,130,2,1,1,28:46,0,11,1,2,40,0,109,1,31,1,6-18,0,3-22,239,0,4.6,2.7
